Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d
Q01802	AATM_YEAST	AAT1	Aspartate aminotransferase, mitochondrial	2	2	33381	36338.7	31990.2	31720.8	21676.9	19304.4	30732.5	21869.2	13244.7									
Q01804	OTUD4_HUMAN	OTUD4	OTU domain-containing protein 4	9	9	82305	91972	82442.4	88729.8	86864.4	84583.4	97027.8	92183.4	86604.8	93067.7	91743.2	89141.9	103261	88009.2	94169.5	98544.6	89834.3	89001.3
Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	17	17	936627	963227	979250	980256	967927	983815	956606	973289	966680	946686	964837	982786	992052	1.00048e+06	1.03267e+06	993594	985630	1.01616e+06
Q01831	XPC_HUMAN	XPC	DNA repair protein complementing XP-C cells	3	3	19534.3	24354	16937.1	23195.8	21268.6	22508.4	19161.9	23071.6	20204.7	24078.1	25104.3	21798.2	20386.1	20462.8	21425	22404.1	18683	21748.3
Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS	6	6	1.18302e+06	1.04806e+06	979124	1.03104e+06	972886	988933	1.01003e+06	968252	978118	1.24037e+06	1.13361e+06	1.16721e+06	1.21124e+06	1.14011e+06	1.14636e+06	1.23407e+06	1.05469e+06	1.15271e+06
Q01850	CDR2_HUMAN	CDR2	Cerebellar degeneration-related protein 2	3	3	25665.8	28117.9	27111.6	26751.6	23044.7	25893.7	30086.8	24448.4	28912.1	25740.4	26409.6	26236.6	24284.4	24723.2	25618.1	21495.4	27415.5	25290
Q01852	TIM44_YEAST	TIM44	Mitochondrial import inner membrane translocase subunit TIM44	8	8	196728	215753	203421	195592	194925	185621	176447	182015	198225	104412	92241.4	98790.9	110645	109436	108238	110142	111196	98625.1
Q01855	RS15_YEAST	RPS15	Small ribosomal subunit protein uS19	3	3	6.41907e+06	7.2127e+06	6.71974e+06	6.60612e+06	6.27217e+06	5.9015e+06	6.68043e+06	6.86166e+06	6.74369e+06	3.80528e+06	3.78306e+06	3.37796e+06	3.65255e+06	3.70404e+06	3.32683e+06	3.69781e+06	3.75918e+06	3.39653e+06
Q01919	KIN4_YEAST	KIN4	Serine/threonine-protein kinase KIN4	3	3	75631.5	79956	79766.1	77377.6	71926	79845.6	68606.6	74506.5	74885.8	29332.2	37415.5	33349.5	35774.6	42765.7	41529.9	37263.3	33306.5	35680.5
Q01939	PRS8_YEAST	RPT6	26S proteasome regulatory subunit 8 homolog	9	9	390764	416054	416188	389185	387082	390804	414633	402309	379372	208532	218623	231670	226131	237561	216953	249299	207638	196559
Q01968	OCRL_HUMAN	OCRL	Inositol polyphosphate 5-phosphatase OCRL	6	6	17411.9	18756.9	19970.3	21351	18038.8	23235.1	18468	21721.5	20951.5	24045.1	22200	17879.6	17648.8	21442.4	17655.6	20187.4	18256.2	19214.7
Q01970	PLCB3_HUMAN	PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	11	11	112880	97794.3	95159.8	109231	112003	105180	108439	122199	102520	103642	113213	106311	105347	101797	104300	100639	92152.3	100911
Q01974	ROR2_HUMAN	ROR2	Tyrosine-protein kinase transmembrane receptor ROR2	4	4			27489.9		28934.7	23481.7	31159.4				20091.9		19820.9	20866.5		23497.5	22317.1	27880.7
Q01976	ADPP_YEAST	YSA1	ADP-ribose pyrophosphatase	7	7	511530	484623	500332	449517	455859	431610	483923	466023	421743	232544	249225	250953	251018	256139	224791	250596	233110	250790
Q02040	AK17A_HUMAN	AKAP17A	A-kinase anchor protein 17A	6	6	67436	67614.5	63447.3	65226.7	70359.7	71031.5	62408.9	65116.8	71840.9	62339.1	70096.1	72225.5	59903.1	66453.8	65420.8	61767.1	70674.4	68596.6
Q02046	MTD1_YEAST	MTD1	Methylenetetrahydrofolate dehydrogenase [NAD(+)]	8	8	540682	547448	531450	528696	537376	562537	514204	526534	551919	245110	261365	253583	255706	275338	265373	252969	258174	267659
Q02086	SP2_HUMAN	SP2	Transcription factor Sp2	4	4	40031.3	31507.2	36847.6	35894.4	35066.6	32324	32387.3	32786.6	27574.4	50387.2	38469.7	38835.7	35972.8	33370.4	35684.1	37385.7	34850.5	37022.2
Q02100	SKO1_YEAST	SKO1	CRE-binding bZIP protein SKO1	4	4	40463.8	52516.5	44684.5	34067.7	39520.5	42095.6	37309.8	38471.6	40407.6	17864.1	17545.5	16272.5	14732.7	16055.3	17037.1	15493.4	15252.2	15764.7
Q02127	PYRD_HUMAN	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	15	15	655130	624205	600084	667866	573182	605221	645222	614158	599318	650906	628695	670932	664546	589175	601419	644651	584071	585608
Q02159	UBC7_YEAST	UBC7	Ubiquitin-conjugating enzyme E2 7	2	2		61686.8	130495	74225.6		81813.6		64988.3	76397.6						56760.2			51230.6
Q02197	NAA35_YEAST	MAK10	N-alpha-acetyltransferase 35, NatC auxiliary subunit	4	4	20962.2	23868.8	21554	18816.9	19459.7	20376.4	22481.6	25200.9	23908.6					11510.3			9735.4	
Q02199	NUP49_YEAST	NUP49	Nucleoporin NUP49/NSP49	1	1	132411	114391	101175	131049	129644	103424	113752	139633	114498		54947.9	59674	53842.2			57715.5		43223.7
Q02201	OSH6_YEAST	OSH6	Oxysterol-binding protein homolog 6	9	7	443013	478440	517963	467460	458444	465394	461404	518173	463470	259788	251131	267533	229951	259959	250782	253099	259413	275758
Q02202	ECM9_YEAST	ECM9	Protein ECM9	1	1	22643.7	19171.3	20756	15197.5	21936.7	16574.2	20898.2	17149.8	11826.6		8739.54	9699.9	7884.35	11022.4		8917.2		8486.03
Q02204	RM13_YEAST	MRPL13	Large ribosomal subunit protein mL50	1	1	38421.6	43904.2	45541.5	29873.2	24158.8	46276.7	40635.3	36911.1	34425.8	14678	16912.2	13185.8	23414.6	16995.4		17659.4		18080.8
Q02206	RSC4_YEAST	RSC4	Chromatin structure-remodeling complex subunit RSC4	10	10	66505.2	71238.7	68534.7	63000.2	68122.7	72239.1	67630.2	74144.2	66436.7	24329.1	32050	28819.7	30588.7	32057.4	33169.9	22141.5	31975.5	31861.7
Q02207	FOX2_YEAST	FOX2	Peroxisomal hydratase-dehydrogenase-epimerase	3	3	13888.5	27138.6	19346.7	21301.7	20751	14812.8	14182.3	22562.2	26705.4									
Q02208	TOF2_YEAST	TOF2	Topoisomerase 1-associated factor 2	3	3	55177.7	54411.4	54380	42411	46295.9	46748.5	51383.2	44932.5	45829.3				35966					31725.8
Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase complex component E1	21	16	419838	432619	426174	448208	451944	458120	449653	447196	446440	443434	417066	440621	430320	432820	430594	444044	435494	413047
Q02224	CENPE_HUMAN	CENPE	Centromere-associated protein E	22	22	42843.6	49018.9	51654.5	49280.5	43534	47422.7	43021.5	48268.5	47799.2	45361.8	47606.7	45060.9	47336.8	51725.3	48757.4	54147.8	47495.2	50787.5
Q02241	KIF23_HUMAN	KIF23	Kinesin-like protein KIF23	9	9	67703.2	80454.9	65681.3	72516.6	68933.4	83365.7	72061.6	65076.1	77590.8	73332.5	92570.1	75823.9	74501	75482.9	80180.9	69023.7	73789.1	82546.9
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	4	4	83124.4		63394	29966.7	81531.9				20132.8	90128.9	52728.1		85870.5	57397.2		57827.9	87914.5	81987.2
Q02256	PVH1_YEAST	YVH1	Tyrosine-protein phosphatase YVH1	6	6	54088.2	74894.1	71982.6	62097.1	63310.3	60320.6	56998.4	74747.9	55978		31085.4	34082.3	29435.6	30252.9	37096.8		38764.3	28563.5
Q02260	SMD1_YEAST	SMD1	Small nuclear ribonucleoprotein Sm D1	1	1	138685	119820	112878	136360	134992	128801	116637	108573	123671	64206.9	60526.3	39110.5	64760.6	64406.5	58230.8	50806.7	59467.8	53680.3
Q02326	RL6A_YEAST	RPL6A	Large ribosomal subunit protein eL6A	8	4	1.22134e+06	1.23636e+06	1.19557e+06	1.10525e+06	1.00799e+06	1.1375e+06	1.08805e+06	1.1199e+06	1.06072e+06	525147	514629	588622	532907	515515	586255	595702	567270	604640
Q02336	ADA2_YEAST	ADA2	SAGA complex subunit ADA2	3	3	18488.6	16555.3	33373.2	20469.1	27235.4	31152	16891.6	21190.3	31273.3	12167.5		16352.9						
Q02354	UTP6_YEAST	UTP6	U3 small nucleolar RNA-associated protein 6	8	8	171052	138750	141309	134722	130533	140888	132896	132975	130270	78086.8	77616	69342	85059	67117.1	70320.3	76944.3	67178.7	77809.3
Q02447	SP3_HUMAN	SP3	Transcription factor Sp3	2	2	166311	174504	183471	175703	156819	167583	159916	169646	157756	148050	160101	161018	149593	142992	159541	149614	156177	152522
Q02455	MLP1_YEAST	MLP1	Protein MLP1	25	25	188235	180177	184018	164859	160778	158089	168996	159349	156016	90377.2	88001.2	84114.6	89620.1	89511.9	88904.9	92760.1	82518	75269
Q02457	TBF1_YEAST	TBF1	Protein TBF1	5	5	52882.4	65682.8	47250.1	52227.6	56004.5	45739.8	51091	52288.8	41308.4	26468.6	27710.3	27972.5	26000.5	26232.3	27187.7	25938.5	25883.4	23755.8
Q02486	ABF2_YEAST	ABF2	ARS-binding factor 2, mitochondrial	5	5	656341	672020	683942	670066	610054	619258	655268	633223	570883	355790	373608	351489	324911	362338	325086	342552	310599	283851
Q02487	DSC2_HUMAN	DSC2	Desmocollin-2	1	1	6669.61	8453.18	9479.31		9127.15		9117.63		8977.99	9698.53		7699.32	13384.9	11295.1	8790.97	10999.8	7502.37	7355.15
Q02516	HAP5_YEAST	HAP5	Transcriptional activator HAP5	2	2	68177.8	74904.2		43756	51451.3		66803.6	55254.5	55063.1							33199.7		
Q02521	SPP2_YEAST	SPP2	Pre-mRNA-splicing factor SPP2	1	1	22411.3	18629.3			19269.9										11061.2			
Q02543	RL18A_HUMAN	RPL18A	Large ribosomal subunit protein eL20	5	5	2.2803e+06	2.26446e+06	2.38488e+06	2.16586e+06	2.32777e+06	2.62634e+06	1.90686e+06	2.1966e+06	2.4466e+06	2.36585e+06	2.29747e+06	2.3359e+06	2.32213e+06	2.15633e+06	2.39286e+06	2.45151e+06	2.14666e+06	2.46802e+06
Q02554	CUS1_YEAST	CUS1	Cold sensitive U2 snRNA suppressor 1	2	2						12141.7			12183.7									
Q02555	RNT1_YEAST	RNT1	Ribonuclease 3	3	3	26487	25028.5	23968.1	24694	20855.3	29731.3	20080.3	26837.3	20685.4	10196.1	9239.58	8604.87		12028.2	7718.53	9364.08		11879
Q02574	MEC3_YEAST	MEC3	DNA damage checkpoint control protein MEC3	1	1	9258.09					9794.89												
Q02629	NU100_YEAST	NUP100	Nucleoporin NUP100/NSP100	6	6	111782	117883	124208	119182	102274	113030	117440	106763	116671	54854	49307.1	64673.2	59785	44389.9	43388.3	45331.6	45617.8	59618.1
Q02630	NU116_YEAST	NUP116	Nucleoporin NUP116/NSP116	8	8	153339	155087	146853	131232	130319	132856	131345	133365	119645	80168.2	81638.6	81699.3	71937.5	80053.6	82327.9	81556.5	78297.2	74158.9
Q02642	NACB1_YEAST	EGD1	Nascent polypeptide-associated complex subunit beta-1	2	2	254813	198082	157954	190471	168161	193323	183524	198124	221144	159448	148091	111012	147335	170120	110884	133433	170708	127173
Q02647	DYL1_YEAST	DYN2	Dynein light chain 1, cytoplasmic	3	3	48803.7	27503.3	49434.5	41695	53096.8	62482.3	36953.7	49339.8	63071.3	35374.2	27442.5	32813.4	27596.4	22743.8	29472.6		31758.8	39051.3
Q02648	TRM44_YEAST	TRM44	tRNA (uracil-O(2)-)-methyltransferase	5	5	68627.8	64200.5	65815.6	62164.6	60378.3	62637.1	57886.4	66252.9	42877.6	31632.2	34593.4	40267.6	34024.3	33666.8	38796.5	33811.6	33879.3	33534.7
Q02724	ULP1_YEAST	ULP1	Ubiquitin-like-specific protease 1	1	1	15624.8				23028.9	18292.1	19263.6						10315.6					
Q02725	VTC3_YEAST	VTC3	Vacuolar transporter chaperone 3 complex subunit 3	19	19	427195	416431	414507	410750	390227	398241	398382	410767	394137	212481	214572	207169	217469	222245	214923	222042	213168	223100
Q02733	IRC15_YEAST	IRC15	Increased recombination centers protein 15	1	1	100471	88818.9			78638.7		60087	56269.2										
Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	7	7	466339	424017	374266	432920	355530	427042	348734	444008	406493	466831	489789	402314	390438	428768	440314	457330	438950	406740
Q02753	RL21A_YEAST	RPL21A	Large ribosomal subunit protein eL21A	6	1	2.49752e+06	2.65729e+06	3.22656e+06	2.46931e+06	2.73862e+06	2.9529e+06	2.2554e+06	3.30536e+06	3.42567e+06	1.1906e+06	1.40712e+06	1.62019e+06	1.09951e+06	1.40375e+06	1.60478e+06	1.03795e+06	1.42991e+06	1.62539e+06
Q02754	YP067_YEAST	YPL067C	Uncharacterized protein YPL067C	4	4	84926.7	68310.1	78863.1	78584.8	74443.2	79963.2	82774	81681.6	73573.3	47680.5	48864	50936.4	50851.6	51255.4	55627.7	46868.7	45397	53935.1
Q02767	VPS28_YEAST	VPS28	Vacuolar protein sorting-associated protein 28	3	3	53906.9	42865	39906.1	44027.2	42094.2	41315	45994.7	34578.4	41479.2	28459.4	23406.7	26828.9	32807.6	29253.8	28952.3	26894.1	28966.7	28230.4
Q02770	CWC27_YEAST	CWC27	Peptidyl-prolyl isomerase CWC27	2	2	30483.6	32620.5	33080.7	37272.2	29168.9	30181.9	34874	21875.8	29611.8	14712.6				20651.2				18144.3
Q02771	PT117_YEAST	PET117	Protein PET117, mitochondrial	1	1	45935.6	40628	48786	42165.8	41671.8	48234.7	43835.5	48880.3	47416.4	19133.2	20852.2	17560.1	19532	24325.2	20776.9	22008	18753.2	23329.8
Q02773	RPM2_YEAST	RPM2	Ribonuclease P protein component, mitochondrial	3	3	22367.7	25868.4	20479.4	23238.2	23371.9	27309.1	21319.9	24047.2	31754.5	10769.6	10409.8		11340.8	9291.79	10778.6	8405.31	9366.64	
Q02775	SLU7_YEAST	SLU7	Pre-mRNA-splicing factor SLU7	1	1	28581.5		14485.9	17752.2	17404.8	13053.2	12995.3	16087.9	5843.48								18387.6	
Q02776	TIM50_YEAST	TIM50	Mitochondrial import inner membrane translocase subunit TIM50	10	10	414710	424590	411684	400750	353433	361967	387428	403608	350894	197373	179496	188323	192491	208308	181221	195667	183672	178054
Q02784	GLRX5_YEAST	GRX5	Monothiol glutaredoxin-5, mitochondrial	4	4	32447.6	47366.6	47729.2	36152.6	42826.2	33530.8	28415.4	38429.4	41922.4	15611.4	22069.5	26247.1	19366.8	27979.2	25306	28438.8	27660.6	32367.1
Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	29	29	2.39741e+06	2.34191e+06	2.25207e+06	2.33754e+06	2.31457e+06	2.32324e+06	2.31531e+06	2.30669e+06	2.24473e+06	2.45607e+06	2.28281e+06	2.31392e+06	2.31274e+06	2.27175e+06	2.35202e+06	2.35624e+06	2.32818e+06	2.29626e+06
Q02792	XRN2_YEAST	RAT1	5'-3' exoribonuclease 2	7	7	121348	117271	137920	123232	126819	125106	129600	112834	119598	70466.3	62413.9	66489.9	91231.2	82661	65068.8	67227.6	67077.7	71620.1
Q02793	SKI8_YEAST	SKI8	Antiviral protein SKI8	1	1	59352.3	67480.1	60523.6	62505.7	53375.1	63036.7	54595.8	56593.8	49637.6	27528	31725.4	22369.3	34837.7	32015.1	34085.7	40198.7	33641.8	33175.4
Q02795	OSTD_YEAST	SWP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1	3	3	58252.1	78209.4	86095.2	68638.7	73265.1	85385.6	76685	79383.5	66841.2	26271.1	30001.5	33940.9	27271.7	35983.6	34751.7	26368.6	22850.6	31751.9
Q02796	LGE1_YEAST	LGE1	Transcriptional regulatory protein LGE1	2	2	75251.3	90141.7	78192.5	71089.6	76303.6	73603.7	93247.7	77053.1	77394.2			44865.2	48743.1		52763.9			48968.4
Q02799	LEE1_YEAST	LEE1	Zinc finger protein LEE1	2	2	18395.5	9434.34		18742.9				21711.3										
Q02804	ARL3_YEAST	ARL3	ADP-ribosylation factor-like protein 3	1	1	27757.4	25080.1			15983.7	18479.4	19587.9	18222.4			14280.3		18121.6	12639.2		14316.4		
Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	16	16	113212	114212	115268	119036	114633	108593	115092	116029	100636	112889	103905	106815	112805	118534	109460	112959	106002	103526
Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	12	12	70190.4	63480.1	65122.4	57939.1	67510.1	71880.6	64538.3	73070.6	69106.1	59561.7	64098.6	66595.6	63631.5	62588.3	68266.9	66026.6	67960.1	66940.7
Q02821	IMA1_YEAST	SRP1	Importin subunit alpha	5	5	143766	155999	125267	120931	124299	110143	137980	141710	131646	42808.5	72045.6	57706.6	71127.1	75291	53741.7	62838.9	67534.4	52934.6
Q02833	RASF7_HUMAN	RASSF7	Ras association domain-containing protein 7	3	3	34734.1	37541.4	30307.3	36406.2	35416	36872.5	35222.2	36531.1	37843	32619.2	30190.3	35756	31600.4	32637.5	31986.2	31750.1	27246.1	29698.5
Q02863	UBP16_YEAST	UBP16	Ubiquitin carboxyl-terminal hydrolase 16	1	1					85204.4		91004.4	63393										
Q02866	MUK1_YEAST	MUK1	Protein MUK1	1	1				19382.9														
Q02872	YP108_YEAST	YPL108W	Uncharacterized protein YPL108W	1	1	75339.8	71853	57184.7	47089.7	60478.1	70702.7	71895.4	70670.4	66201.7	35053.6	17782.9	25214.4	12761.9	33924.8	32061	24198.7	25076.9	27499
Q02875	SYH1_YEAST	SYH1	SMY2 homolog 2	9	9	111284	103069	97924.4	111183	102815	98435.8	110501	98432.4	95506.6	63050.1	56729.6	56566.6	59233.7	48823.3	54854.8	64598.1	53760.6	45602
Q02878	RL6_HUMAN	RPL6	Large ribosomal subunit protein eL6	12	12	5.69968e+06	5.90536e+06	6.15587e+06	5.83664e+06	5.7955e+06	6.04712e+06	6.0032e+06	6.28559e+06	5.98358e+06	5.99891e+06	5.88954e+06	5.8831e+06	5.7279e+06	5.83305e+06	5.73431e+06	5.93051e+06	5.98508e+06	5.84969e+06
Q02880	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta	23	17	308879	311299	331190	323097	307482	320960	299087	324892	312988	337585	302362	322341	334259	307287	316815	305394	321721	308566
Q02884	ELP4_YEAST	ELP4	Elongator complex protein 4	8	8	113166	100339	86811.7	88531.8	89054.5	84270.4	90153.4	97000.8	96310	51772.6	49038	41527	52037.3	40281.7	46360.6	47291.4	45615.4	47535.1
Q02887	ATG21_YEAST	ATG21	Autophagy-related protein 21	1	1	59954.7	49036.2	86519.6	47898.6	56371.4	53484.1	75605.6	57414.3	53976.2					25917.8				25385
Q02888	INA17_YEAST	INA17	Inner membrane assembly complex subunit 17	1	1	19112.4	30218.2															20274.5	
Q02889	MGR2_YEAST	MGR2	Protein MGR2	2	2	293479	214640		208794	149417	181294	229122	274370	234538				101854			114981		
Q02892	NOG1_YEAST	NOG1	Nucleolar GTP-binding protein 1	12	12	147225	144010	138669	140406	133017	145192	137125	148601	135936	68451.9	68133.1	66337.9	70428.3	73903.8	62247.8	69675.2	69827.6	57081.3
Q02896	YDC1_YEAST	YDC1	Alkaline ceramidase YDC1	1	1	208945	199820	219124	206292	221803	213457	212970	233533	226099	114701	83482.2	113888	106779	114857	127743	110925	112599	109176
Q02908	ELP3_YEAST	ELP3	Elongator complex protein 3	2	2	51449.5	37265	43542.9	48628.6	25755.6		37238.3	39848	38883.2		11369	28952.2	24761.3	34683.1		22184.1	32826.2	27503.3
Q02931	UTP17_YEAST	NAN1	NET1-associated nuclear protein 1	12	12	199125	203912	200213	195851	177756	187765	194518	184830	181366	83582.2	100262	97024.6	85117.7	95251.4	92814.7	97880.9	82938.5	95502.3
Q02932	KA120_YEAST	KAP120	Importin beta-like protein KAP120	8	8	101883	100230	97041.8	91603.3	95257.6	74039	102918	106932	103468	43520.3	52848.5	49629	38995.7	44933.8	46668.2	40891.7	45692.7	38835
Q02933	RNY1_YEAST	RNY1	Ribonuclease T2-like	4	4	26476.3	29679.2	29084.1	21797.7	27333.9	30379.6	28436.2	29846	31282.2	19878.3	14610.9		15903		19666.3	13173.1	15757.9	
Q02939	TFB2_YEAST	TFB2	General transcription and DNA repair factor IIH subunit TFB2	5	5	46945.5	44917.7	54340.5	51315	50447.2	44118.8	44173.8	53605.8	50840.3		25724.3			21592				
Q02948	BECN1_YEAST	VPS30	Vacuolar protein sorting-associated protein 30	4	4	67252.5	81407.7	77332.7	69477	87691	73691.2	79836.5	72618.8	75486.6	27006.3	37022.4	41633.6	40743.2	35402.5	36832.1	33511.3	33550.2	33519.2
Q02959	HOS3_YEAST	HOS3	Histone deacetylase HOS3	7	7	138952	130163	140263	143025	118732	110050	112302	129134	126033	85924.9	61571.4	72687.5	80360	71205.4	93746.4	94753.2	52533.8	71729.7
Q02969	PEX25_YEAST	PEX25	Peroxisomal membrane protein PEX25	7	7	49567.1	62517.1	43241.7	52573.9	51669	47509.6	45952.9	57700.9	51390.9	24571.2	24216.3	23429.7	27225.7	29756.4	21566.2	30775.2	29595.2	27557.9
Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	10	10	518613	514350	539834	517489	518288	528821	539672	540712	528711	519784	489122	503325	496072	529489	539515	487153	490617	510209
Q02979	GDE1_YEAST	GDE1	Glycerophosphocholine phosphodiesterase GDE1	10	10	82841.9	79814	85282.8	78814.1	72015.8	62518.1	60751.1	79561.3	66411.8	34756.5	35121.2	35626.3	43441.7	32440.4	39605.7	36283.8	32137.1	37615.9
Q03010	UME1_YEAST	UME1	Transcriptional regulatory protein UME1	2	2		24047	14760.1	32464	14887.1	28053.9		19163.2		10963.3					13314.2			14281.5
Q03013	GSTM4_HUMAN	GSTM4	Glutathione S-transferase Mu 4	3	2	58745.5	55517.3	44928.6	54348.9	45011.6	49724.9	52177.8	56230.6	44795.6	62282.8	54809.3	57129.9	66039.1	58276.4	48557.8	54014.2	61491.6	51744.3
Q03014	HHEX_HUMAN	HHEX	Hematopoietically-expressed homeobox protein HHEX	3	3	105469	106024	128311	133566	117670	114501	98166.8	123406	91972.6	91241	91170	99751.6	108463	98756.3	97335.1	93589	96825.5	99366.1
Q03016	GIP3_YEAST	GIP3	GLC7-interacting protein 3	8	8	112738	141228	154802	117070	133398	127354	124033	153931	155522	46886.1	46511.3	57062.3	44392.2	63666.2	64772.3	54000.9	54088.2	51912.1
Q03020	ISU1_YEAST	ISU1	Iron sulfur cluster assembly protein 1, mitochondrial	1	1	14523.3	22712																
Q03034	FDC1_YEAST	FDC1	Ferulic acid decarboxylase 1	4	4	33300.9	38801	43600.4	37454	40089.2	43295.6	40739.7	36730	45654.3	19148.9	16773.8	16396.9	15045.6	27265.1	24813.1	15865.3		17609.9
Q03048	COFI_YEAST	COF1	Cofilin	4	4	3.6692e+06	3.39486e+06	3.65799e+06	3.30273e+06	2.70917e+06	3.19156e+06	2.84165e+06	3.11616e+06	2.5329e+06	1.73309e+06	1.85764e+06	1.57931e+06	1.7685e+06	2.03047e+06	1.89889e+06	2.02554e+06	1.94515e+06	1.75789e+06
Q03063	DIG1_YEAST	DIG1	Down-regulator of invasive growth 1	8	8	263141	224543	217716	229766	209666	215109	197544	200890	207716	123410	107840	113881	115090	106862	110880	117779	114461	117987
Q03088	SVL3_YEAST	SVL3	Styryl dye vacuolar localization protein 3	9	9	152077	141217	141369	117724	129603	118408	120755	136139	126800	83673.1	67609.9	61150	75295.1	83609.8	73134.3	73334.5	68689.2	79115.5
Q03102	YMN1_YEAST	YML131W	Uncharacterized membrane protein YML131W	4	4	79289.4	92694.5	98875.1	91564.7	86659.3	102350	95833.4	91971.2	88020.9	34690.8	41933.1	41018.6	39144.6	42600.8	44541.2	37128.5	46670.6	45542.8
Q03103	ERO1_YEAST	ERO1	Endoplasmic oxidoreductin-1	5	5	52866.2	91006.5	78925.4	72265.1	85295	83484	75837.7	62644.3	86521.4	38770	43441.3		39751.5		37827.7	45431.3	56375.4	51887.5
Q03104	MSC1_YEAST	MSC1	Meiotic sister chromatid recombination protein 1	19	19	873094	876936	864019	833816	819964	806712	828042	836394	823777	425978	421845	411070	424747	428380	427523	441377	436613	437057
Q03111	ENL_HUMAN	MLLT1	Protein ENL	6	6	146857	156226	154829	161440	162697	169405	154072	154582	157404	142399	137480	155799	152137	147516	151703	136720	141769	146977
Q03124	RSC9_YEAST	RSC9	Chromatin structure-remodeling complex subunit RSC9	7	7	126871	148677	117387	133581	113720	132103	132385	109152	134322	75614.6	62044.6	59577.3	86750.1	71845	72596	72957.8	75192.7	65671
Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	12	12	324382	307107	307301	305332	311584	304164	287046	308313	322154	331399	340974	342378	308639	342244	323662	314980	334282	353716
