protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P38506	6460456.628099306	4466963.024739371	5409697.911553083	4925033.141127892	4732139.517838748	4899996.091419042	0	0.41120477268818956	0.1664236738679789	False	0.023410547067520947	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9J8	19791476.02623545	19640425.958006024	21292264.368427563	18973409.43299918	20697852.477959465	18867865.515427176	0	0.41135302275158575	0.05286953770607996	False	0.023435189748644655	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69795	2111200.429484616	1193399.8128159535	1364781.8881502857	1042389.4483551452	1547735.0000000002	1169508.5036361553	0	0.41178853812768823	0.3126398395701727	False	0.02345983242976836	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P21338	10986928.81115536	12259622.72701763	11286194.224052427	12144647.991039133	10155061.44839302	9993560.832875015	0	0.41247497078963263	0.09673150301637698	False	0.023484475110892068	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37666	201271228.95825583	236804618.46398345	234775124.98348397	236593645.62669644	234468095.05037057	237276583.1765026	0	0.41254874592353774	-0.0741515974624325	False	0.023509117792015772	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P09126	30278623.235862445	30368553.03083968	30360474.51658146	31901336.28976338	29494947.4538972	32301964.473721173	0	0.41384742789406287	-0.04203424137055007	False	0.023533760473139476	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AF12	210381761.64919963	208475830.01727545	211895671.87307855	219187736.961312	212430491.6433284	208661769.35994685	0	0.4142537133180131	-0.021627175800884236	False	0.023558403154263188	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33650	18040495.93169708	18782622.708435196	18031921.8913216	17160161.165772628	17675521.762616523	18627095.98449252	0	0.41485180549609374	0.03708936478805446	False	0.023583045835386892	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23845	64247136.07613355	60979070.28485168	61053742.60703116	61056849.732533656	54418595.924620986	62838141.22686809	0	0.4171843109896344	0.06305575647259669	False	0.0236076885165106	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P30131	1228810.7885289646	1392168.83552044	1422822.8159005246	1402556.3743441517	1026502.1762690088	1263925.8639279697	0	0.41719623332225414	0.13092534209977227	False	0.023632331197634304	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AD05	45213643.52653036	51201465.38811573	52304331.288678825	56279205.48245006	47008216.61756839	55569844.42652057	0	0.4174430504660045	-0.09513783910665743	False	0.02365697387875801	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P52627	943534.9540619212	730452.1049713884	592422.5903986875	742579.0913291627	653960.4375	542355.3530858014	0	0.4177645955164234	0.22517406005434557	False	0.023681616559881716	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AF63	18765225.858864702	18442744.680255167	19238802.18024429	18139046.530062564	21820472.74210684	19731059.430060636	0	0.41823782382503066	-0.08061214194138051	False	0.02370625924100542	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24215	14100692.547355514	16136708.015011191	16683311.010634942	15963296.389986731	17105124.72745264	16292757.842467222	0	0.41846069686192305	-0.0731519601087191	False	0.023730901922129132	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P15770	25906550.528879963	26643868.79892409	27266877.69252156	26127424.63292296	27352818.868569296	28642704.4765084	0	0.4190446691232808	-0.0410839935781204	False	0.023755544603252837	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8P3	132099311.71640974	144773185.15666655	134839296.8020985	135444853.6643925	131470548.71751104	133057730.6035258	0	0.41936899264827926	0.04173168144549844	False	0.02378018728437654	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P62399	5552033012.574131	6016054463.805402	6109894992.083299	6158677826.149049	5896089864.169042	6166563790.749107	0	0.4195612897611334	-0.043674750590341475	False	0.02380482996550025	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P52647	39665671.545016415	37946980.2377014	39075989.387587234	36336193.75208599	37453432.876974806	39746380.88481545	0	0.4196028154228493	0.03951421618386386	False	0.023829472646623953	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P45807	71062.04711532188	1569239.2807502542	1309476.386277738	1433358.968512904	1647044.1249999993	1269433.1839647882	1	0.4203901450463514	-0.5603548590390884	False	0.02385411532774766	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P26647	14027748.197156876	9998093.366006622	11053912.933177156	10034647.740158282	10545575.537790012	10856581.079288129	0	0.4209979370585464	0.15818408030379819	False	0.023878758008871365	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23836	254140724.8324738	257666825.94451824	258607599.3675276	274959728.5397547	263772076.56930885	251836700.88625756	0	0.4211988156856201	-0.037254409499645744	False	0.02390340068999507	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABF6	115966637.19083896	115309682.09296452	114913863.34517267	115291462.31138156	115521122.12460272	120217464.51957496	0	0.4214780886411109	-0.020029720850049712	False	0.02392804337111878	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P15038	6052058.29856314	4710811.114070154	7198338.229407842	4617965.258159715	4770926.866965658	6192027.910486101	0	0.42209330555716634	0.20510392915086634	False	0.023952686052242485	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7M9	42022648.16022858	326857939.55292726	319800396.1377255	311056277.0604735	337531138.2089884	321752161.6965959	0	0.4223541034863386	-0.49465387537513916	False	0.023977328733366193	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7S3	340533804.63839173	523054317.0362476	520893589.77493256	509923906.2402981	541913917.8400394	514402542.7984448	0	0.4225323506510781	-0.17795964001431458	False	0.024001971414489898	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P65870	31637346.73117189	35148394.481618114	35640266.468875855	31598182.97435417	33702977.96279206	33195483.36325641	0	0.42272598992837773	0.056435607241155726	False	0.024026614095613602	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFJ7	16256489.70193428	10752444.915855369	10448168.676300772	10902991.579333022	9878156.243395902	11011004.411071485	0	0.42328425489046	0.2365686486531755	False	0.02405125677673731	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75767	4904118.331483303	4966274.724189123	3993665.131394024	4656932.34682801	4699295.564293248	5868136.400090955	0	0.42354778478015437	-0.13503237551400876	False	0.024075899457861014	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6V8	125376634.19870998	120109955.20896012	115901068.15441856	118802001.1103185	118379852.4402846	115917165.163831	0	0.4236490346911198	0.03347442306092455	False	0.024100542138984726	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7L0	3919685603.5740185	4330127939.887312	4355405416.072507	4084103759.661285	4119206114.103903	3976064168.870369	0	0.42390504509321736	0.049581190791198076	False	0.02412518482010843	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8G6	373024806.4505456	351058951.8626637	361525951.2942661	363342181.5015445	373210404.1316792	368550849.0341732	0	0.42404024992380274	-0.025675878979837165	False	0.024149827501232134	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADK8	114749177.0321385	106223913.94895586	105474190.96081784	103586575.92197314	107212673.60878652	106628950.66101149	0	0.42487550233185356	0.04041972707187453	False	0.024174470182355842	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AG90	271526901.399535	270047323.83723176	264706860.30287904	267860468.6478508	266903870.5326352	265258265.1331892	0	0.42569277732618427	0.01124211514166132	False	0.024199112863479547	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P27240	71062.04711532188	410252.3028485812	423211.0605053689	369709.352477972	473738.4815396229	405280.6303104978	1	0.4266726014012603	-0.4652268598159722	False	0.024223755544603254	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
Q47319	5661236.85338077	4093525.474732032	3923960.966555378	6639452.457681334	3803382.457816104	5991623.749817619	0	0.42706291988264794	-0.2647903538772407	False	0.02424839822572696	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AAX8	207512074.9196884	244431896.169758	232616397.1221452	237059965.98536944	240024465.7850558	239752228.9906133	0	0.42728177484248575	-0.06646665050306691	False	0.024273040906850667	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P60955	4048326.7923687263	2782995.6459618155	3361019.935686207	3530527.078214031	2148916.014891443	3067980.5435676104	0	0.42838917737175636	0.2205555753384722	False	0.024297683587974375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABS8	71062.04711532188	3482470.75488152	3798101.542268832	3546171.6861621863	3828054.500000002	3501132.142718834	1	0.42883742422906557	-0.564926019935963	False	0.02432232626909808	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6Z1	174847301.18791783	172485269.12121537	172079297.17456472	166463309.66761833	167503704.50548255	176235646.3723816	0	0.4288513710695412	0.025808554823558146	False	0.024346968950221787	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39393	8886614.717081636	10428898.639331387	9182119.19796689	11455024.384265982	9154867.39006306	10073643.359598162	0	0.42891730125227473	-0.10662263713246269	False	0.02437161163134549	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEJ4	676481.158623521	796053.3935040373	792777.0705018633	878183.7569866382	89796.89843749993	613971.7353288458	1	0.4298222587708607	0.5180033429038674	False	0.024396254312469196	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9B2	9562510387.181055	12126714167.587654	11478412846.737247	11737649923.08189	11746252201.558706	11948431568.718676	0	0.43030457640287867	-0.09529023968721789	False	0.024420896993592903	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACJ8	361586218.2360989	497251658.4183832	476846338.26483375	484253847.6748101	474639315.5243436	501251893.9484308	0	0.4303393424870257	-0.12853273647656172	False	0.02444553967471661	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37646	456401.53100507177	375910.5703110691	489461.0083288653	247482.764977336	572915.0754689962	58653.196647363	1	0.4308388714706314	0.5884557159750954	False	0.02447018235584032	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6K1	2451900.148151747	2742085.924199488	2144045.3679203754	2564105.5866207504	2306038.5387880662	1345402.9631293388	0	0.43145134230051196	0.23951170394508356	False	0.024494825036964023	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0C0K3	18302785.03470065	19929008.742872648	19725027.183763728	20514273.3147654	17590696.70845393	15633659.180413911	0	0.4316715202745378	0.10901894186576308	False	0.024519467718087728	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEC8	591391.4369082083	706748.2422312916	537446.5227105374	694089.8983484892	346790.3077337532	488156.0416191407	0	0.4323037950335721	0.26361825914679504	False	0.024544110399211436	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33913	6675641.13535787	62920.4716182855	4310072.375431162	5399320.10508062	6106475.050832631	5195526.93635841	1	0.433233685546254	-0.5960943018434754	False	0.02456875308033514	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEN1	97267931.80873808	95960833.6892384	96737198.460148	97386875.50446768	95246584.90089215	95065242.77446838	0	0.43347454044032024	0.011324849392712678	False	0.024593395761458848	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A738	14716856.182180882	10328210.047696952	10828295.605216984	10779022.23160044	11063842.090746744	9972015.384766042	0	0.4339660967987309	0.17321128557579407	False	0.024618038442582556	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEV4	10375991.47053186	12133084.9294543	14645381.923748313	10361509.296423722	11335754.32046328	11804650.545664264	0	0.4343872882591683	0.1492918087247802	False	0.02464268112370626	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P68066	10808865475.974648	11392521220.757692	11279770972.472404	11138642557.79711	11483418136.666578	11412932338.237652	0	0.4345673799124153	-0.023669401958923742	False	0.024667323804829968	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76502	28199907.841413617	20308593.58793724	26966089.78333844	30219629.63684981	26236700.692705244	26481665.297008976	0	0.43461367406734264	-0.13604214406438422	False	0.024691966485953672	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P27862	71062.04711532188	62920.4716182855	12229898.345903842	14446511.179776462	89796.89843749993	14055426.342739848	3	0.4348455414031127	-1.2094664809275446	False	0.02471660916707738	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7T3	1420775164.8929143	1704937208.4991176	1733343903.1656926	1680180299.2540507	1714348434.737293	1755196664.9730754	0	0.4353880166370667	-0.0838193633554856	False	0.024741251848201085	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADY1	694218101.8132954	718326538.8831888	716133191.5143211	701958123.0643408	729642171.2828915	727755720.3714409	0	0.4356539408719866	-0.02064350166427963	False	0.02476589452932479	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0C0L2	87977140.49628405	77986079.69156665	84312085.32116239	80086111.5637984	80148140.8064368	81563787.93531793	0	0.435694204174616	0.04971339626797131	False	0.0247905372104485	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AE85	8660805.394241987	8617863.85673723	9282778.97990116	8847584.34800299	7477830.69040015	8861513.136115137	0	0.4360154815938714	0.0766586299078878	False	0.024815179891572205	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P22634	13618386.884791506	10832312.477409223	10982160.62498466	11705562.298957655	9580486.105467638	11233095.381486444	0	0.43612623665005384	0.12379864584246629	False	0.024839822572695913	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P25539	45944110.14640542	54011360.062171705	54777013.5166316	54194407.33611563	55197654.54080205	53533991.82972464	0	0.43643682196303063	-0.07444122505366715	False	0.024864465253819617	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFD1	56187447.68532841	62107836.310077086	62450965.06712896	59845120.6091624	58836039.241542906	55775165.96904868	0	0.43688574582993583	0.051099797071813474	False	0.02488910793494332	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76291	44694359.48295426	40658348.99048258	41475867.06845451	41093233.179445416	41425436.42990277	40748838.21381805	0	0.4375524426910161	0.04108726463503774	False	0.02491375061606703	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
