Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	5	5	1.44954e+06	1.68055e+06	1.58219e+06	1.63978e+06	1.57424e+06	1.45133e+06
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	22	22	2.96168e+07	3.07715e+07	2.93249e+07	3.04591e+07	3.09376e+07	2.94353e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	6	6	9.20304e+06	7.91734e+06	9.22673e+06	8.49534e+06	9.18345e+06	6.59053e+06
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	7	7	5.06479e+06	5.09291e+06	5.20037e+06	4.99176e+06	4.99487e+06	4.17523e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	7	7	6.76115e+06	6.63628e+06	6.6467e+06	6.75529e+06	7.05593e+06	6.5893e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	1.03605e+07	9.93999e+06	9.98318e+06	1.1067e+07	9.94879e+06	9.77702e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	3	3	1.20734e+07	1.76889e+07	1.55806e+07	1.47643e+07	1.66271e+07	1.32762e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	34	34	1.95259e+08	1.95994e+08	1.94182e+08	1.91734e+08	1.93402e+08	1.90503e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	9	9	7.17707e+06	7.05756e+06	7.63658e+06	7.64454e+06	6.99614e+06	7.33237e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	10	10	7.84368e+06	8.4953e+06	7.86173e+06	8.50222e+06	8.73235e+06	8.3373e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	7	7	3.00528e+06	3.30694e+06	3.22802e+06	2.75594e+06	2.8258e+06	3.02822e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	33	33	2.58278e+07	2.54654e+07	2.54148e+07	2.61992e+07	2.57116e+07	2.59524e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	10	10	2.52609e+07	2.54716e+07	2.49259e+07	2.54678e+07	2.47754e+07	2.40229e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	8	8	1.32725e+07	1.3133e+07	1.43222e+07	1.31453e+07	1.39279e+07	1.39261e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	7	7	1.82326e+07	1.87986e+07	1.8613e+07	1.68022e+07	1.83193e+07	1.67149e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	9	9	5.48917e+06	5.43267e+06	5.54685e+06	5.47585e+06	5.48169e+06	5.43394e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	7	7	9.14023e+06	9.90721e+06	8.41512e+06	9.32169e+06	8.88321e+06	8.66179e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	3	3	1.23882e+07	1.23285e+07	1.25721e+07	1.17462e+07	1.19423e+07	1.22982e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2	205941	301734	256777	215243	284406	283309
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1	1.55167e+06		1.82997e+06	1.92415e+06	1.71959e+06	
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	14	14	1.49896e+07	1.5547e+07	1.50344e+07	1.54083e+07	1.47282e+07	1.49836e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	5	4	8.47817e+06	8.61278e+06	8.61876e+06	8.90011e+06	8.17684e+06	9.03434e+06
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	8.34587e+07	8.07325e+07	8.40171e+07	8.31664e+07	8.31113e+07	8.42642e+07
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4	4	1.37098e+06	1.34081e+06	1.54966e+06	1.31704e+06	1.50503e+06	1.43813e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	5	5	1.46574e+07	1.45621e+07	1.49967e+07	1.56004e+07	1.49089e+07	1.54613e+07
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	2.79255e+06	2.98916e+06	2.70535e+06	2.72659e+06	2.70892e+06	2.9519e+06
P19934	TOLA_ECOLI	tolA	Protein TolA	4	4	6.69355e+06	7.05098e+06	6.43924e+06	6.77233e+06	7.31263e+06	6.45572e+06
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	7	7	9.19102e+06	8.53035e+06	8.13502e+06	8.73113e+06	8.92736e+06	7.78105e+06
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	5	5	2.00106e+06	2.21852e+06	1.13036e+06	1.74689e+06	2.04985e+06	1.49681e+06
P20605	FIC_ECOLI	fic	Probable adenosine monophosphate-protein transferase fic	1	1	1.80384e+06	1.90862e+06	1.86645e+06	1.85399e+06	1.90347e+06	1.99689e+06
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10	7.29802e+07	7.07807e+07	7.37038e+07	7.28417e+07	6.96472e+07	7.25822e+07
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	6	6	1.30835e+07	1.31849e+07	1.22097e+07	1.29615e+07	1.19382e+07	1.2028e+07
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16	1.01513e+08	1.01318e+08	1.03173e+08	1.016e+08	1.00459e+08	9.91356e+07
P21169	DCOR_ECOLI	speC	Ornithine decarboxylase, constitutive	2	2		365698		398552		
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17	3.58249e+07	3.50406e+07	3.49788e+07	3.6465e+07	3.58236e+07	3.36181e+07
P21179	CATE_ECOLI	katE	Catalase HPII	5	5	1.72689e+06	1.83574e+06	1.67486e+06	1.92579e+06	1.80824e+06	1.60069e+06
P21338	RNI_ECOLI	rna	Ribonuclease I	5	5	3.55614e+06	3.79743e+06	3.78263e+06	3.67541e+06	3.04562e+06	3.70137e+06
P21365	YCIC_ECOLI	yciC	UPF0259 membrane protein YciC	1	1	5.92191e+06	4.98358e+06	5.06661e+06	6.32607e+06	4.82461e+06	5.15993e+06
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	7	7	1.03777e+07	1.00018e+07	1.01394e+07	9.69758e+06	1.08904e+07	1.04866e+07
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	1	1	6.16578e+06	7.27723e+06	6.36809e+06	6.71553e+06	6.30631e+06	6.21342e+06
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	8	8	1.87099e+08	1.75934e+08	1.73879e+08	1.86014e+08	1.95397e+08	1.97443e+08
P21499	RNR_ECOLI	rnr	Ribonuclease R	34	34	2.029e+07	1.95931e+07	2.04809e+07	2.05554e+07	2.02616e+07	1.9823e+07
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	18	18	2.64479e+07	2.67208e+07	2.63909e+07	2.58463e+07	2.53828e+07	2.50325e+07
P21513	RNE_ECOLI	rne	Ribonuclease E	35	35	5.71073e+07	5.53533e+07	5.78684e+07	5.63724e+07	5.7291e+07	5.75282e+07
P21515	ACPH_ECOLI	acpH	Acyl carrier protein phosphodiesterase	2	2	910468	1.03014e+06	1.12106e+06	1.05791e+06	1.07516e+06	1.11448e+06
P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	23	23	1.20592e+08	1.18675e+08	1.20975e+08	1.19976e+08	1.19232e+08	1.21817e+08
P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	3	3	2.71841e+07	2.80067e+07	2.55159e+07	2.48151e+07	2.74322e+07	2.61598e+07
P21829	YBHA_ECOLI	ybhA	Pyridoxal phosphate phosphatase YbhA	5	5	1.16886e+07	1.18995e+07	1.18435e+07	1.15526e+07	1.22302e+07	1.14731e+07
P21866	KDPE_ECOLI	kdpE	KDP operon transcriptional regulatory protein KdpE	1	1			1.38445e+06	1.22863e+06		1.7379e+06
P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	21	21	5.52489e+07	5.56606e+07	5.43293e+07	5.45245e+07	5.52047e+07	5.52674e+07
P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	33	33	6.60055e+07	6.62394e+07	6.56533e+07	6.79646e+07	6.4353e+07	6.45591e+07
P21893	RECJ_ECOLI	recJ	Single-stranded-DNA-specific exonuclease RecJ	5	5	1.87353e+06	1.64897e+06	1.76352e+06	2.08567e+06	1.84765e+06	1.54263e+06
P22106	ASNB_ECOLI	asnB	Asparagine synthetase B [glutamine-hydrolyzing]	9	9	6.77718e+06	6.63182e+06	7.61455e+06	7.27559e+06	6.42163e+06	6.22016e+06
P22186	MRAZ_ECOLI	mraZ	Protein MraZ	3	3	6.32944e+06	6.29859e+06	6.97264e+06	6.7967e+06	5.85498e+06	6.44461e+06
P22188	MURE_ECOLI	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	12	12	2.55107e+07	2.51037e+07	2.59902e+07	2.59072e+07	2.57937e+07	2.59703e+07
P22255	CYSQ_ECOLI	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	7	7	2.73559e+07	2.7834e+07	2.91639e+07	2.8748e+07	2.70577e+07	2.75915e+07
P22256	GABT_ECOLI	gabT	4-aminobutyrate aminotransferase GabT	5	5	5.48766e+06	7.00874e+06	6.37611e+06	6.11706e+06	6.12886e+06	6.23031e+06
P22259	PCKA_ECOLI	pckA	Phosphoenolpyruvate carboxykinase [ATP]	17	17	6.18371e+07	6.05424e+07	6.20321e+07	6.17344e+07	6.50449e+07	6.21631e+07
P22333	ADD_ECOLI	add	Adenosine deaminase	13	13	7.16891e+07	6.99383e+07	7.01024e+07	6.81038e+07	6.85812e+07	6.95012e+07
P22523	MUKB_ECOLI	mukB	Chromosome partition protein MukB	39	39	2.88151e+07	2.98085e+07	2.95051e+07	3.00277e+07	3.10869e+07	3.05507e+07
P22524	MUKE_ECOLI	mukE	Chromosome partition protein MukE	7	7	2.20937e+07	2.24894e+07	2.20616e+07	2.35164e+07	2.18604e+07	2.24304e+07
P22525	YCBB_ECOLI	ycbB	Probable L,D-transpeptidase YcbB	11	11	1.16433e+07	1.18415e+07	1.32227e+07	1.23058e+07	1.27031e+07	1.25934e+07
P22564	RIHC_ECOLI	rihC	Non-specific ribonucleoside hydrolase RihC	1	1	638814	529525	628743	596323	581813	595316
P22634	MURI_ECOLI	murI	Glutamate racemase	5	5	3.75751e+06	4.00994e+06	4.98799e+06	4.1214e+06	4.87403e+06	4.35565e+06
P22707	FINO_ECOLI	finO	Fertility inhibition protein	2	2	1.64573e+06	1.70239e+06	1.22929e+06	1.54411e+06	1.2969e+06	1.50025e+06
P22939	ISPA_ECOLI	ispA	Farnesyl diphosphate synthase	4	4	1.15665e+07	1.30801e+07	1.1472e+07	1.30158e+07	1.0658e+07	1.07618e+07
P23003	TRMA_ECOLI	trmA	tRNA (uracil(54)-C(5))-methyltransferase	5	5	8.5336e+06	9.22714e+06	9.26718e+06	8.17403e+06	8.93208e+06	9.14763e+06
P23256	MALY_ECOLI	malY	Protein MalY	1	1	916756	862551	913331	1.20559e+06	913075	925220
P23305	YIGA_ECOLI	yigA	Uncharacterized protein YigA	7	7	4.58431e+06	5.35758e+06	5.3564e+06	5.13131e+06	5.37339e+06	4.93469e+06
P23331	KITH_ECOLI	tdk	Thymidine kinase	6	6	1.73622e+07	1.6199e+07	1.71324e+07	1.71887e+07	1.68423e+07	1.67639e+07
P23367	MUTL_ECOLI	mutL	DNA mismatch repair protein MutL	2	2	1.59098e+06	1.6328e+06	1.32571e+06	1.8304e+06	1.57446e+06	1.55909e+06
P23538	PPSA_ECOLI	ppsA	Phosphoenolpyruvate synthase	16	16	2.28648e+07	2.27358e+07	2.42606e+07	2.41517e+07	2.39312e+07	2.39983e+07
P23721	SERC_ECOLI	serC	Phosphoserine aminotransferase	16	16	5.21029e+07	5.27039e+07	5.08436e+07	5.1767e+07	5.00073e+07	5.04854e+07
P23827	ECOT_ECOLI	eco	Ecotin	5	5	4.98974e+07	4.917e+07	5.02373e+07	5.00334e+07	5.20416e+07	5.02712e+07
P23830	PSS_ECOLI	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	12	12	7.26855e+06	6.79327e+06	7.23445e+06	7.74939e+06	6.34526e+06	7.08322e+06
P23836	PHOP_ECOLI	phoP	Transcriptional regulatory protein PhoP	12	12	6.1283e+07	6.05586e+07	6.30518e+07	5.83555e+07	6.20609e+07	6.1172e+07
P23837	PHOQ_ECOLI	phoQ	Sensor protein PhoQ	6	6	2.54146e+06	2.28123e+06	2.05832e+06	2.40605e+06	2.44989e+06	2.23777e+06
P23839	YICC_ECOLI	yicC	UPF0701 protein YicC	12	12	2.59539e+07	2.51362e+07	2.63846e+07	2.57878e+07	2.72135e+07	2.71267e+07
P23843	OPPA_ECOLI	oppA	Periplasmic oligopeptide-binding protein	22	22	2.85702e+07	2.85785e+07	2.89132e+07	2.76901e+07	2.95611e+07	2.86945e+07
P23845	CYSN_ECOLI	cysN	Sulfate adenylyltransferase subunit 1	12	12	1.31383e+07	1.26664e+07	1.28567e+07	1.26623e+07	1.29774e+07	1.20954e+07
P23847	DPPA_ECOLI	dppA	Periplasmic dipeptide transport protein	2	2	1.33029e+06	1.188e+06	1.22071e+06	971534	1.37816e+06	1.17078e+06
P23857	PSPE_ECOLI	pspE	Thiosulfate sulfurtransferase PspE	2	2	2.22594e+07	2.07789e+07	2.25145e+07	2.08295e+07	2.05865e+07	2.1711e+07
P23865	PRC_ECOLI	prc	Tail-specific protease	24	24	2.35838e+07	2.41923e+07	2.36208e+07	2.40061e+07	2.31868e+07	2.26637e+07
P23869	PPIB_ECOLI	ppiB	Peptidyl-prolyl cis-trans isomerase B	6	6	2.32149e+08	2.31449e+08	2.3888e+08	2.38245e+08	2.45179e+08	2.32002e+08
P23871	HEMH_ECOLI	hemH	Ferrochelatase	6	6	9.92556e+06	1.06332e+07	1.10615e+07	1.04988e+07	1.05668e+07	9.90912e+06
P23882	FMT_ECOLI	fmt	Methionyl-tRNA formyltransferase	9	9	3.95047e+07	4.17486e+07	4.16472e+07	4.20669e+07	3.91881e+07	4.15927e+07
P23886	CYDC_ECOLI	cydC	ATP-binding/permease protein CydC	2	2	1.5548e+06	1.56228e+06	1.34396e+06	1.22393e+06	1.37833e+06	882277
P23890	CADC_ECOLI	cadC	Transcriptional activator CadC	2	2	657441	470817	593475	579858	558743	545586
P23893	GSA_ECOLI	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	13	13	1.34483e+08	1.31324e+08	1.30798e+08	1.35972e+08	1.30807e+08	1.29076e+08
P23894	HTPX_ECOLI	htpX	Protease HtpX	3	3	1.54919e+07	1.56271e+07	1.61725e+07	1.54803e+07	1.46549e+07	1.48783e+07
P23898	NLPC_ECOLI	nlpC	Probable endopeptidase NlpC	2	2	1.16732e+06	1.19062e+06		1.1569e+06	1.23042e+06	
P23908	ARGE_ECOLI	argE	Acetylornithine deacetylase	3	3	3.52059e+06	3.39107e+06	2.98412e+06	3.17422e+06	3.33054e+06	3.36942e+06
P23909	MUTS_ECOLI	mutS	DNA mismatch repair protein MutS	24	24	1.89894e+07	1.90865e+07	1.87355e+07	1.8337e+07	1.89532e+07	1.85447e+07
P23917	MAK_ECOLI	mak	Fructokinase	3	3	3.50226e+06	3.71375e+06	3.92327e+06	2.91076e+06	3.20162e+06	3.2326e+06
P24169	DCOS_ECOLI	speF	Ornithine decarboxylase, inducible	11	11	1.45564e+07	1.52013e+07	1.31297e+07	1.39581e+07	1.39894e+07	1.38799e+07
P24171	DCP_ECOLI	dcp	Peptidyl-dipeptidase dcp	14	14	1.10538e+07	1.13737e+07	1.07733e+07	1.07662e+07	1.05474e+07	1.03233e+07
P24173	RFAC_ECOLI	rfaC	Lipopolysaccharide heptosyltransferase 1	4	4	1.87302e+06	2.57719e+06	1.73223e+06	2.26928e+06	2.332e+06	2.13929e+06
P24178	YFFB_ECOLI	yffB	Protein YffB	4	4	2.27395e+07	2.07947e+07	2.28157e+07	2.27849e+07	2.08257e+07	2.23327e+07
P24182	ACCC_ECOLI	accC	Biotin carboxylase	21	21	1.04784e+08	1.0618e+08	1.05526e+08	1.04494e+08	1.04145e+08	1.02955e+08
P24183	FDNG_ECOLI	fdnG	Formate dehydrogenase, nitrate-inducible, major subunit	30	30	2.59858e+07	2.5393e+07	2.46471e+07	2.48438e+07	2.41488e+07	2.51401e+07
P24186	FOLD_ECOLI	folD	Bifunctional protein FolD	8	8	2.30669e+07	2.26924e+07	2.48254e+07	2.51049e+07	2.33058e+07	2.4075e+07
P24188	YCEA_ECOLI	yceA	UPF0176 protein YceA	2	2	5.91515e+06	5.91569e+06	6.00587e+06	6.4358e+06	6.49206e+06	5.66396e+06
P24192	HYPD_ECOLI	hypD	Hydrogenase isoenzymes formation protein HypD	3	3	219689	214479	212771	255123	222295	244385
P24193	HYPE_ECOLI	hypE	Hydrogenase isoenzymes formation protein HypE	5	5	1.3568e+07	1.36485e+07	1.38773e+07	1.34825e+07	1.3842e+07	1.29479e+07
P24202	MRR_ECOLI	mrr	Mrr restriction system protein	10	10	4.34722e+06	4.76347e+06	5.02688e+06	4.59235e+06	4.91899e+06	4.46417e+06
P24203	YJIA_ECOLI	yjiA	Uncharacterized GTP-binding protein YjiA	7	7	7.95058e+06	6.95199e+06	8.61071e+06	7.69002e+06	7.74045e+06	6.56948e+06
P24205	MSBB_ECOLI	msbB	Lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase	4	4	8.50566e+06	7.59846e+06	8.65707e+06	7.83287e+06	8.44772e+06	8.68509e+06
P24215	UXUA_ECOLI	uxuA	Mannonate dehydratase	6	6	4.43344e+06	5.10659e+06	4.98438e+06	5.01272e+06	5.5985e+06	5.54897e+06
P24216	FLID_ECOLI	fliD	Flagellar hook-associated protein 2	8	8	5.72621e+06	6.15108e+06	6.39277e+06	6.1636e+06	6.39556e+06	6.82684e+06
P24224	ACPS_ECOLI	acpS	Holo-[acyl-carrier-protein] synthase	1	1	6.11547e+06	6.72815e+06	6.82422e+06	5.84723e+06	6.55265e+06	5.8693e+06
P24228	DACB_ECOLI	dacB	D-alanyl-D-alanine carboxypeptidase DacB	6	6	4.33538e+06	4.0985e+06	3.86355e+06	4.31984e+06	5.00668e+06	3.99652e+06
P24232	HMP_ECOLI	hmp	Flavohemoprotein	4	4	6.25267e+06	5.80933e+06	5.2358e+06	6.36356e+06	6.13729e+06	4.85355e+06
P24251	CRL_ECOLI	crl	Sigma factor-binding protein Crl	4	4	2.46655e+07	2.55407e+07	2.33034e+07	2.40244e+07	2.56557e+07	2.48034e+07
P24252	YBGA_ECOLI	ybgA	Uncharacterized protein YbgA	3	3	6.03932e+06	5.67128e+06	5.04213e+06	6.07616e+06	5.43542e+06	5.67874e+06
P24255	RP54_ECOLI	rpoN	RNA polymerase sigma-54 factor	7	7	3.01077e+06	2.91534e+06	2.69966e+06	2.98684e+06	2.98114e+06	2.84485e+06
P24554	RADA_ECOLI	radA	DNA repair protein RadA	4	4	3.25519e+06	3.05952e+06	2.63174e+06	3.11503e+06	2.79864e+06	2.78531e+06
P25397	TEHB_ECOLI	tehB	Tellurite methyltransferase	8	8	8.80821e+06	8.72218e+06	8.67607e+06	8.9151e+06	8.47258e+06	8.53872e+06
P25437	FRMA_ECOLI	frmA	S-(hydroxymethyl)glutathione dehydrogenase	4	4	3.85946e+07	3.93407e+07	4.0113e+07	3.78267e+07	4.58042e+07	4.23853e+07
P25516	ACON1_ECOLI	acnA	Aconitate hydratase 1	12	12	1.00916e+07	1.01523e+07	9.77381e+06	1.02081e+07	9.74708e+06	9.06865e+06
P25519	HFLX_ECOLI	hflX	GTPase HflX	16	16	1.60819e+07	1.60619e+07	1.64396e+07	1.63123e+07	1.65576e+07	1.67942e+07
P25522	MNME_ECOLI	mnmE	tRNA modification GTPase MnmE	15	15	1.49472e+07	1.47549e+07	1.48362e+07	1.46105e+07	1.53759e+07	1.50686e+07
P25524	CODA_ECOLI	codA	Cytosine deaminase	7	7	1.19736e+07	1.12438e+07	1.20318e+07	1.07608e+07	1.18173e+07	1.16125e+07
P25526	GABD_ECOLI	gabD	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	5	5	3.99236e+06	3.24407e+06	3.43547e+06	3.6007e+06	3.23269e+06	4.07407e+06
P25535	VISC_ECOLI	visC	Protein VisC	5	5	1.07344e+07	1.01391e+07	9.98848e+06	1.06883e+07	1.10673e+07	1.04719e+07
P25536	YHDE_ECOLI	yhdE	Maf-like protein YhdE	2	2	1.37292e+07	1.27798e+07	1.39918e+07	1.38329e+07	1.39852e+07	1.37959e+07
P25539	RIBD_ECOLI	ribD	Riboflavin biosynthesis protein RibD	10	10	1.36344e+07	1.31573e+07	1.34537e+07	1.36504e+07	1.32759e+07	1.33882e+07
P25552	GPPA_ECOLI	gppA	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	9	9	2.91494e+06	2.85513e+06	2.52327e+06	2.6661e+06	2.80157e+06	2.73951e+06
P25553	ALDA_ECOLI	aldA	Lactaldehyde dehydrogenase	2	2	438353	401159	386131	421709	357491	354661
P25714	YIDC_ECOLI	yidC	Membrane protein insertase YidC	4	4	3.78031e+07	3.60479e+07	3.83819e+07	3.81221e+07	3.79239e+07	4.37498e+07
P25736	END1_ECOLI	endA	Endonuclease-1	2	2	5.67419e+07	6.23259e+07	4.9623e+07	5.90988e+07	6.38305e+07	5.66867e+07
P25740	RFAG_ECOLI	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	3	3	2.50372e+06	2.99146e+06	2.76929e+06	2.8463e+06	3.19461e+06	3.05359e+06
P25741	RFAP_ECOLI	rfaP	Lipopolysaccharide core heptose(I) kinase RfaP	1	1	1.11516e+06	1.15987e+06	939968	862341		
P25745	MNMA_ECOLI	mnmA	tRNA-specific 2-thiouridylase MnmA	7	7	2.20788e+07	2.37246e+07	2.28417e+07	2.16123e+07	2.35106e+07	2.39357e+07
P25746	HFLD_ECOLI	hflD	High frequency lysogenization protein HflD	9	9	9.58489e+06	9.80121e+06	9.007e+06	9.91835e+06	9.33768e+06	8.69886e+06
P25798	FLIF_ECOLI	fliF	Flagellar M-ring protein	7	7	3.83794e+06	3.9565e+06	4.0364e+06	4.1047e+06	3.8841e+06	3.87558e+06
P25888	RHLE_ECOLI	rhlE	ATP-dependent RNA helicase RhlE	15	15	9.90238e+06	1.0418e+07	9.84895e+06	1.00378e+07	1.03839e+07	1.06287e+07
P25894	YGGG_ECOLI	yggG	Uncharacterized metalloprotease YggG	2	2	2.66713e+06	2.29436e+06	2.23255e+06	2.74586e+06	2.77393e+06	2.4785e+06
P25906	YDBC_ECOLI	ydbC	Putative oxidoreductase YdbC	5	5	1.85918e+06	2.38669e+06	2.08202e+06	1.95018e+06	2.18065e+06	2.22162e+06
P26602	UBIC_ECOLI	ubiC	Chorismate--pyruvate lyase	5	5	881789	1.00065e+06	1.49282e+06	1.48641e+06	1.36357e+06	936937
P26608	FLIS_ECOLI	fliS	Flagellar protein FliS	7	7	1.11013e+07	1.06037e+07	1.23555e+07	9.9851e+06	1.25496e+07	1.22459e+07
P26612	AMY2_ECOLI	amyA	Cytoplasmic alpha-amylase	2	2	2.67882e+06	3.56788e+06	2.81798e+06	3.28176e+06	3.8319e+06	3.22146e+06
P26616	MAO1_ECOLI	maeA	NAD-dependent malic enzyme	20	20	4.63607e+07	4.34964e+07	4.32853e+07	4.61604e+07	4.5333e+07	4.44642e+07
P26646	ACUI_ECOLI	acuI	Probable acrylyl-CoA reductase AcuI	8	8	4.69836e+07	4.6555e+07	4.65848e+07	4.84914e+07	4.54413e+07	4.65153e+07
P26647	PLSC_ECOLI	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	2	2	6.0374e+06	6.7996e+06	5.88279e+06	6.68227e+06	6.38972e+06	6.56816e+06
P26648	FTSP_ECOLI	ftsP	Cell division protein FtsP	7	7	2.7344e+06	2.70864e+06	2.64561e+06	2.77035e+06	2.14981e+06	2.3861e+06
P27238	YFED_ECOLI	yfeD	Uncharacterized protein YfeD	2	2	4.63284e+06	3.72222e+06	4.16618e+06	4.0386e+06	4.40815e+06	4.1777e+06
P27245	MARR_ECOLI	marR	Multiple antibiotic resistance protein MarR	1	1		639924	571561	631136	698248	466602
P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	8	8	4.68922e+07	4.35424e+07	4.5674e+07	4.36488e+07	4.41935e+07	4.72138e+07
P27249	GLND_ECOLI	glnD	[Protein-PII] uridylyltransferase	2	2	437949	272129	451962	483325	313233	466387
P27250	YJGB_ECOLI	yjgB	Uncharacterized zinc-type alcohol dehydrogenase-like protein YjgB	4	4	5.5444e+06	6.12413e+06	5.5946e+06	5.95338e+06	5.1253e+06	5.91832e+06
P27278	NADR_ECOLI	nadR	Trifunctional NAD biosynthesis/regulator protein NadR	5	5	2.7819e+06	2.88453e+06	2.79963e+06	2.59293e+06	2.6554e+06	2.48837e+06
P27298	OPDA_ECOLI	prlC	Oligopeptidase A	32	32	4.3605e+07	4.40092e+07	4.52675e+07	4.41505e+07	4.48655e+07	4.51356e+07
P27302	TKT1_ECOLI	tktA	Transketolase 1	21	19	1.93977e+08	1.94446e+08	1.96427e+08	1.94735e+08	1.92433e+08	1.89186e+08
P27303	EMRA_ECOLI	emrA	Multidrug resistance protein A	13	13	9.93385e+06	1.00842e+07	8.55518e+06	9.89836e+06	9.20844e+06	9.60018e+06
P27306	STHA_ECOLI	sthA	Soluble pyridine nucleotide transhydrogenase	5	5	4.7632e+06	4.29133e+06	4.83244e+06	4.9423e+06	5.2392e+06	4.79552e+06
P27431	YCFD_ECOLI	ycfD	50S ribosomal protein L16 arginine hydroxylase	3	3	2.78167e+07	2.90698e+07	2.68046e+07	2.83011e+07	2.74883e+07	2.82748e+07
P27434	RODZ_ECOLI	rodZ	Cytoskeleton protein RodZ	9	9	4.52666e+07	4.50488e+07	4.38545e+07	4.31276e+07	4.42474e+07	4.4261e+07
P27550	ACSA_ECOLI	acs	Acetyl-coenzyme A synthetase	3	3	990180	971246	898708	869431		1.09151e+06
P27828	WECB_ECOLI	wecB	UDP-N-acetylglucosamine 2-epimerase	10	10	1.19676e+07	1.12778e+07	1.27454e+07	1.28323e+07	1.14377e+07	1.16358e+07
