Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML
Q08723	RPN8_YEAST	RPN8	26S proteasome regulatory subunit RPN8	11	11	3.5411e+07	3.0845e+07	3.03553e+07	3.00937e+07	3.27077e+07	2.96195e+07	3.07961e+07	3.10047e+07	3.09147e+07	1.67063e+07	1.44718e+07	1.50542e+07	1.37261e+07	1.59389e+07	1.47699e+07	1.51902e+07	1.43892e+07	1.59926e+07
Q08726	GPN2_YEAST	GPN2	GPN-loop GTPase 2	2	2	649994	1.01078e+06	1.45508e+06		1.17484e+06	1.15385e+06	1.05786e+06	591166	1.30732e+06						911829			347182
Q08732	HRK1_YEAST	HRK1	Serine/threonine-protein kinase HRK1	6	6	3.88553e+06	3.3795e+06	4.07074e+06	2.73927e+06	3.05489e+06	3.82913e+06	2.69134e+06	3.15262e+06	3.81523e+06	1.29519e+06	1.02773e+06	1.47773e+06		1.37464e+06	1.34065e+06	1.3819e+06	1.59503e+06	1.50566e+06
Q08742	RDL2_YEAST	RDL2	Thiosulfate sulfurtransferase RDL2, mitochondrial	3	3	7.82078e+06	9.41432e+06	1.03412e+07	8.84803e+06	9.26954e+06	9.29232e+06	8.2724e+06	8.12266e+06	9.10131e+06	3.65274e+06	4.14807e+06	3.37711e+06	3.4736e+06	4.371e+06	4.58948e+06	4.08515e+06	4.34786e+06	3.6375e+06
Q08746	RRS1_YEAST	RRS1	Regulator of ribosome biosynthesis	1	1	3.51536e+06	3.68041e+06	3.07815e+06	3.16105e+06	3.21968e+06	3.12478e+06	4.27832e+06	2.24824e+06	1.99054e+06							1.73145e+06		
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	17	17	6.27008e+07	6.26874e+07	5.68346e+07	6.63593e+07	6.5078e+07	5.96164e+07	6.16248e+07	6.63191e+07	6.05233e+07	6.37659e+07	6.3013e+07	5.44637e+07	6.10574e+07	6.55265e+07	5.86948e+07	6.31442e+07	6.05324e+07	6.0436e+07
Q08754	BUD7_YEAST	BUD7	Bud site selection protein 7	1	1	453192	413280	319889	248014	387962	346511	547562	318901	244546					119934		166857		129151
Q08760	RAX1_YEAST	RAX1	Bud site selection protein RAX1	1	1			2.49368e+06		2.29431e+06	1.6849e+06	2.31097e+06	2.02577e+06										
Q08773	ISW2_YEAST	ISW2	ISWI chromatin-remodeling complex ATPase ISW2	5	5	2.30329e+07	2.03435e+07	1.38117e+07	2.2982e+07	2.08155e+07	1.96084e+07	2.04319e+07	2.28914e+07	2.26653e+07	1.22693e+07	1.24292e+07	1.03101e+07	1.43462e+07	7.66722e+06	8.84892e+06	1.17002e+07	9.4029e+06	1.26013e+07
Q08816	TFB6_YEAST	TFB6	General transcription and DNA repair factor IIH subunit TFB6	3	3	1.21226e+06	1.36548e+06	1.15651e+06	752399	1.25002e+06	1.00469e+06	1.12779e+06	988286	1.12602e+06	646164	622506	512450		474881	433596	425215	321669	564602
Q08818	MSC6_YEAST	MSC6	Meiotic sister-chromatid recombination protein 6, mitochondrial	1	1	754752																	
Q08822	ETFD_YEAST	CIR2	Probable electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	3	3	2.25125e+06	3.34319e+06	2.92017e+06		2.62822e+06	2.50423e+06	2.68704e+06	1.11853e+06	2.69552e+06									
Q08826	SNX3_YEAST	SNX3	Sorting nexin-3	3	3	1.01628e+07	1.06316e+07	8.23596e+06	6.18387e+06	8.6316e+06	8.52321e+06	1.13281e+07	9.556e+06	1.20399e+07	4.24206e+06			3.35805e+06	3.84256e+06	3.28322e+06		3.49031e+06	4.1089e+06
Q08873	SCP1_YEAST	SCP1	Transgelin	3	3	1.46554e+06	1.91677e+06	1.29135e+06	932936	1.04165e+06	1.47181e+06	1.91443e+06	1.6379e+06	1.21982e+06									
Q08920	NCBP2_YEAST	CBC2	Nuclear cap-binding protein subunit 2	5	5	1.37377e+07	1.30999e+07	1.14836e+07	9.09185e+06	1.18785e+07	1.00252e+07	1.17562e+07	1.23214e+07	1.06551e+07	6.59749e+06	5.61063e+06	4.8995e+06		6.19285e+06	5.60012e+06	4.80312e+06	5.29868e+06	6.17509e+06
Q08921	TCO89_YEAST	TCO89	Target of rapamycin complex 1 subunit TCO89	2	2	213591	276233	455292	177710	212583	346336	258406	192187	270891	102641	146681					169669	73750.1	
Q08924	WDR6_YEAST	RTT10	tRNA (34-2'-O)-methyltransferase regulator RTT10	2	2	940766	1.07696e+06	622598		1.03062e+06		724232	1.03187e+06	1.16808e+06									
Q08925	MRN1_YEAST	MRN1	RNA-binding protein MRN1	7	7	1.72544e+07	1.78375e+07	2.19943e+07	1.36862e+07	1.53566e+07	1.91499e+07	1.64476e+07	1.60511e+07	1.57489e+07	4.10341e+06	5.83183e+06	5.75002e+06		5.79226e+06	8.23359e+06	5.55323e+06	4.8249e+06	7.28572e+06
Q08926	UIP4_YEAST	UIP4	ULP1-interacting protein 4	6	6	3.12334e+06	2.79493e+06	3.82959e+06	1.86719e+06	2.7821e+06	3.09216e+06	2.68987e+06	2.69141e+06	2.64291e+06	1.38264e+06	1.234e+06	1.57439e+06		1.32116e+06	1.36948e+06	1.30067e+06	1.08807e+06	1.4077e+06
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	16	16	7.05246e+07	6.8387e+07	6.8465e+07	7.36953e+07	6.88665e+07	6.48249e+07	7.46044e+07	7.35679e+07	6.91558e+07	7.01029e+07	7.07149e+07	6.67292e+07	6.93946e+07	7.00645e+07	6.08909e+07	7.06537e+07	6.70149e+07	6.54946e+07
Q08951	AP3D_YEAST	APL5	AP-3 complex subunit delta	18	18	2.98311e+06	3.14496e+06	3.19199e+06	2.4748e+06	2.87531e+06	2.767e+06	2.67944e+06	2.63782e+06	2.99891e+06	1.04565e+06	1.48717e+06	1.10002e+06	1.09655e+06	1.10568e+06	1.14716e+06	1.23226e+06	1.44849e+06	1.25912e+06
Q08952	OXR1_YEAST	OXR1	Oxidation resistance protein 1	1	1		271248	311724		223934	174075												
Q08954	NBR9_YEAST	NBR9	Endonuclease NBR9	4	4	1.03194e+07	1.01088e+07	9.30002e+06	8.51873e+06	8.97118e+06	1.05218e+07	9.03656e+06	9.93669e+06	9.98161e+06	4.62844e+06	4.64099e+06	5.70794e+06	5.17299e+06	4.18618e+06	5.50668e+06	4.95301e+06	4.45566e+06	4.99743e+06
Q08959	PGC1_YEAST	PGC1	Phosphatidylglycerol phospholipase C	3	3	5.70678e+06	4.1094e+06	4.35909e+06	5.01414e+06	4.15883e+06	4.72713e+06	4.33813e+06	4.83984e+06	4.83028e+06	1.77378e+06	1.77542e+06	2.06979e+06	1.62512e+06	2.23858e+06	1.73075e+06	1.46806e+06	2.24201e+06	1.72342e+06
Q08962	NIP7_YEAST	NIP7	60S ribosome subunit biogenesis protein NIP7	3	3	7.51544e+06	1.05295e+07	6.76546e+06	7.48161e+06	7.43532e+06	5.3245e+06	5.92317e+06	8.06486e+06	7.40646e+06	3.41693e+06						3.13761e+06		3.41035e+06
Q08965	BMS1_YEAST	BMS1	Ribosome biogenesis protein BMS1	9	9	2.2479e+07	2.08658e+07	1.97255e+07	1.95124e+07	2.21764e+07	2.03329e+07	2.23008e+07	1.98696e+07	2.03892e+07		9.47741e+06		8.00213e+06	9.10347e+06	6.32919e+06	9.16068e+06	7.43488e+06	8.20683e+06
Q08968	SELO_YEAST	FMP40	Protein adenylyltransferase SelO, mitochondrial	1	1	642823	397707					617979		477440									
Q08969	GRE1_YEAST	GRE1	Protein GRE1	2	2	1.68342e+06	1.65434e+06	2.6189e+06	969267	1.73062e+06	1.97679e+06	1.8767e+06	1.68352e+06	1.8454e+06	716832	749222	806353		587794	785588	714498	775623	776425
Q08971	YP225_YEAST	YPL225W	Protein PBDC1 homolog	7	7	8.11602e+07	8.35528e+07	7.76461e+07	8.11692e+07	7.51056e+07	7.23543e+07	7.74336e+07	8.06988e+07	7.69524e+07	3.72068e+07	3.79504e+07	3.19959e+07	4.49684e+07	3.99703e+07	3.76217e+07	3.70631e+07	3.59091e+07	3.59295e+07
Q08972	NEW1_YEAST	NEW1	[NU+] prion formation protein 1	36	36	3.21695e+07	3.11929e+07	3.59226e+07	2.81756e+07	2.94215e+07	3.15851e+07	2.88902e+07	2.94188e+07	3.05547e+07	1.5524e+07	1.43841e+07	1.54489e+07	1.34557e+07	1.51076e+07	1.54785e+07	1.41603e+07	1.42164e+07	1.54494e+07
Q08977	CUB1_YEAST	CUB1	Cu(2+) suppressing and bleomycin sensitive protein 1	17	17	5.99479e+07	6.57588e+07	6.57103e+07	5.19043e+07	5.54603e+07	5.93013e+07	6.04744e+07	5.99568e+07	5.74759e+07	2.779e+07	2.87691e+07	2.5318e+07	2.57066e+07	2.92881e+07	2.55378e+07	2.75009e+07	2.88456e+07	2.71856e+07
Q08979	KEL3_YEAST	KEL3	Kelch repeat-containing protein 3	5	5	1.80396e+07	1.73499e+07	1.72303e+07	1.55597e+07	1.59835e+07	1.69863e+07	1.50921e+07	1.31926e+07	1.72643e+07	5.57607e+06	6.97104e+06	5.74821e+06	5.65266e+06	7.03433e+06	7.14783e+06	6.20902e+06	5.3923e+06	7.84349e+06
Q08985	SAM4_YEAST	SAM4	Homocysteine S-methyltransferase 2	10	7	2.54632e+07	2.57084e+07	2.69425e+07	2.38054e+07	2.36438e+07	2.39045e+07	2.63589e+07	2.49248e+07	2.49481e+07	1.04143e+07	1.08947e+07	1.0411e+07	8.5469e+06	9.91333e+06	9.9811e+06	1.12035e+07	9.88876e+06	1.11675e+07
Q08AG7	MZT1_HUMAN	MZT1	Mitotic-spindle organizing protein 1	1	1					583955	369679	640549		422252									
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	11	11	1.56026e+07	1.64902e+07	1.75128e+07	1.35386e+07	1.57188e+07	1.26048e+07	1.53886e+07	1.60958e+07	1.41731e+07	1.97388e+07	1.9468e+07	1.73672e+07	1.05892e+07	1.73053e+07	1.53624e+07	1.68599e+07	1.52158e+07	1.76243e+07
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	30	30	7.46139e+07	7.28071e+07	8.29538e+07	6.82692e+07	7.45831e+07	8.04956e+07	7.449e+07	7.40782e+07	7.69286e+07	7.49868e+07	7.55109e+07	8.29395e+07	6.66863e+07	7.65502e+07	8.0645e+07	7.64012e+07	7.49517e+07	7.73209e+07
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	6	6	2.03463e+08	2.04237e+08	2.40744e+08	1.79763e+08	2.06767e+08	2.14004e+08	2.16478e+08	2.20518e+08	2.23754e+08	2.08548e+08	2.09022e+08	2.46458e+08	1.3702e+08	1.87689e+08	2.23793e+08	2.16716e+08	2.11948e+08	2.03478e+08
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	13	13	5.29681e+07	5.1725e+07	5.15252e+07	4.87357e+07	5.25824e+07	4.83143e+07	5.70145e+07	5.49037e+07	5.25551e+07	5.65916e+07	5.23939e+07	5.09311e+07	5.05131e+07	5.03415e+07	4.94186e+07	5.12859e+07	5.17078e+07	4.87663e+07
Q09472	EP300_HUMAN	EP300	Histone acetyltransferase p300	13	8	2.61945e+06	3.01943e+06	1.95421e+06	2.50456e+06	3.00986e+06	2.47823e+06	2.69375e+06	2.34431e+06	2.31237e+06	2.93905e+06	3.43204e+06	2.15958e+06	2.98107e+06	2.97191e+06	2.62976e+06	3.24601e+06	2.65901e+06	3.08003e+06
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	158	158	1.47281e+08	1.45714e+08	1.43506e+08	1.30641e+08	1.42709e+08	1.43353e+08	1.45745e+08	1.4055e+08	1.46663e+08	1.41277e+08	1.41611e+08	1.42765e+08	1.0663e+08	1.34317e+08	1.37475e+08	1.44506e+08	1.39792e+08	1.40842e+08
Q0JRZ9	FCHO2_HUMAN	FCHO2	F-BAR domain only protein 2	2	2		585852			462274	530300		476117			226909			485014		374528		544994
Q0PNE2	ELP6_HUMAN	ELP6	Elongator complex protein 6	5	5	990287	1.16276e+06	799915	868176	1.23675e+06	1.19291e+06	1.12411e+06	977276	1.10163e+06	1.31767e+06	1.27e+06	842340	923467	1.25851e+06	832412	1.03595e+06	1.02579e+06	876596
Q0VD83	APOBR_HUMAN	APOBR	Apolipoprotein B receptor	13	13	5.27924e+06	6.27726e+06	7.22417e+06	5.20265e+06	6.4184e+06	6.66598e+06	5.93959e+06	6.06819e+06	5.7987e+06	5.2683e+06	5.88606e+06	6.96384e+06	3.48061e+06	5.74547e+06	5.7667e+06	7.20095e+06	5.43534e+06	5.74477e+06
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	13	13	3.58271e+07	3.92798e+07	3.73535e+07	4.10323e+07	3.81339e+07	3.66731e+07	4.08675e+07	4.06094e+07	3.66178e+07	3.71665e+07	3.81308e+07	3.59905e+07	3.70253e+07	3.6206e+07	3.51208e+07	3.98533e+07	3.70626e+07	3.68892e+07
Q0VDG4	SCRN3_HUMAN	SCRN3	Secernin-3	4	4	8.851e+06	8.51737e+06		1.07682e+07	1.16408e+07	7.95014e+06	8.44389e+06	9.16966e+06	7.61756e+06	8.7773e+06	1.01376e+07	7.52618e+06	8.56511e+06	1.11809e+07	6.7841e+06	7.44459e+06	7.8436e+06	6.97103e+06
Q0VGL1	LTOR4_HUMAN	LAMTOR4	Ragulator complex protein LAMTOR4	1	1		1.36748e+06		1.41528e+06	1.55053e+06		2.19851e+06	1.89486e+06								1.62741e+06	1.15005e+06	
Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	5	5	2.20383e+06	2.60204e+06	1.78966e+06	1.68114e+06	2.12975e+06	2.16267e+06	1.85817e+06	1.79516e+06	2.22462e+06	2.07784e+06	1.90567e+06	1.79008e+06	1.55731e+06	1.93572e+06	1.93855e+06	1.98981e+06	1.94041e+06	2.25388e+06
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	11	11	8.227e+06	7.77939e+06	8.41919e+06	8.4423e+06	8.38964e+06	8.10088e+06	8.18985e+06	8.38919e+06	7.90965e+06	8.29554e+06	8.43418e+06	8.70783e+06	8.36437e+06	8.20733e+06	7.79164e+06	8.39494e+06	8.0783e+06	8.20366e+06
Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	1	1																3.79356e+06		
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	14	14	7.30373e+07	7.3605e+07	7.81711e+07	7.34075e+07	7.23177e+07	7.45752e+07	7.48743e+07	7.68125e+07	7.35359e+07	7.92601e+07	8.06921e+07	7.45511e+07	7.2436e+07	7.56891e+07	7.53536e+07	7.25779e+07	7.20514e+07	6.92088e+07
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	27	27	3.57591e+07	3.52929e+07	3.13883e+07	3.68939e+07	3.59619e+07	3.28912e+07	3.46941e+07	3.74086e+07	3.47657e+07	3.92544e+07	3.92674e+07	3.43825e+07	3.4596e+07	3.79054e+07	3.70056e+07	3.60767e+07	3.71055e+07	3.51484e+07
Q10589	BST2_HUMAN	BST2	Bone marrow stromal antigen 2	3	3	1.62134e+07	1.8708e+07	1.833e+07	1.56672e+07	1.6656e+07	1.79963e+07	1.88296e+07	1.64219e+07	1.75184e+07	1.79923e+07	1.96306e+07	1.96931e+07	2.09272e+07	1.72553e+07	1.83532e+07	1.74016e+07	1.83713e+07	1.78588e+07
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	18	18	6.5954e+07	7.13564e+07	6.17096e+07	7.32235e+07	7.20543e+07	6.04553e+07	7.44198e+07	7.29601e+07	6.76749e+07	6.64327e+07	6.87282e+07	6.03854e+07	6.92067e+07	7.24223e+07	6.21648e+07	7.0309e+07	6.87653e+07	6.46508e+07
Q10740	LKHA4_YEAST	LAP2	Leucine aminopeptidase 2	13	13	1.14825e+07	1.04597e+07	1.1775e+07	1.04331e+07	9.41853e+06	1.08791e+07	9.92032e+06	1.04644e+07	1.06433e+07	5.21748e+06	4.97032e+06	5.01118e+06	4.03279e+06	5.1679e+06	5.46774e+06	5.22813e+06	4.74506e+06	5.29489e+06
Q12000	TMA46_YEAST	TMA46	Translation machinery-associated protein 46	6	6	1.41911e+07	1.50189e+07	1.47211e+07	1.44085e+07	1.42717e+07	1.45954e+07	1.53894e+07	1.265e+07	1.47287e+07	6.25964e+06	6.69569e+06	5.43417e+06	7.27543e+06	7.89537e+06	7.60077e+06	5.82698e+06	6.84846e+06	6.80169e+06
Q12001	ALG6_YEAST	ALG6	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase	2	2	2.01936e+06	1.91499e+06	2.31663e+06	1.62263e+06	1.72471e+06	1.92003e+06	1.74239e+06	1.61372e+06	1.75551e+06	940982	681977	884879		676587	1.02998e+06	826948	771833	809131
Q12008	PMG2_YEAST	GPM2	Phosphoglycerate mutase 2	8	7	8.77351e+07	8.3656e+07	8.03109e+07	7.48491e+07	7.7e+07	6.02897e+07	7.7431e+07	8.30961e+07	7.9892e+07	3.83053e+07	2.99738e+07	3.18962e+07	3.04127e+07	3.63282e+07	3.76491e+07	3.43939e+07	3.21318e+07	3.50385e+07
Q12009	TRMB_YEAST	TRM8	tRNA (guanine-N(7)-)-methyltransferase	4	4	3.18667e+06	3.2584e+06	3.41871e+06	2.73588e+06	3.06829e+06	2.88691e+06	2.76896e+06	2.67418e+06	2.82101e+06	1.17876e+06	1.385e+06	1.26905e+06		1.17849e+06	1.31373e+06	1.31569e+06	1.42877e+06	1.46243e+06
Q12010	YPQ1_YEAST	YPQ1	Vacuolar lysine transporter YPQ1	2	2			6.16854e+06		9.48084e+06	6.68226e+06	7.17181e+06	9.42329e+06	8.41207e+06								3.15305e+06	2.87458e+06
Q12012	YO289_YEAST	YOR289W	Uncharacterized protein YOR289W	6	6	1.17579e+07	1.02082e+07	1.01449e+07	9.11342e+06	8.4917e+06	6.94396e+06	1.09911e+07	9.46205e+06	9.43516e+06	4.27378e+06	4.50524e+06	3.21743e+06		4.68435e+06			4.33911e+06	
Q12015	DSC3_YEAST	DSC3	DSC E3 ubiquitin ligase complex subunit 3	2	2	612221	824032	827746		618188	653924	793153	598496	614103									
Q12017	PLP2_YEAST	PLP2	Phosducin-like protein 2	2	2	9.61183e+06	8.4589e+06		9.66349e+06	8.48607e+06	7.63408e+06	1.08031e+07	9.02159e+06	3.55486e+06	4.95615e+06						3.27989e+06		
Q12018	CDC53_YEAST	CDC53	Cell division control protein 53	15	15	9.183e+06	8.68144e+06	8.82852e+06	6.02475e+06	8.73171e+06	8.84819e+06	7.83557e+06	8.80841e+06	8.62661e+06	3.40769e+06	3.89491e+06	3.57507e+06	3.09837e+06	3.38215e+06	3.77e+06	3.55434e+06	3.14145e+06	3.22376e+06
Q12019	MDN1_YEAST	MDN1	Midasin	32	32	2.66234e+06	2.48826e+06	3.37343e+06	1.46277e+06	2.28107e+06	3.06158e+06	2.44409e+06	2.27356e+06	2.63288e+06	1.05556e+06	1.05567e+06	1.33693e+06		948376	1.08241e+06	997380	1.05557e+06	973874
Q12020	SRL2_YEAST	SRL2	Protein SRL2	1	1	274832	374391	211933	186348	238083		172037		241398									
Q12024	YTM1_YEAST	YTM1	Ribosome biogenesis protein YTM1	8	8	1.13674e+07	1.21887e+07	1.31045e+07	1.07056e+07	1.14209e+07	1.02671e+07	1.21801e+07	1.03606e+07	1.12271e+07	5.8208e+06	5.01926e+06	5.67548e+06	5.38216e+06	4.12501e+06	5.86945e+06	6.01527e+06	4.65929e+06	5.65045e+06
Q12025	EMC10_YEAST	EMC10	Endoplasmic reticulum membrane protein complex subunit 10	3	3	5.52188e+06	7.84316e+06	8.70671e+06	2.01264e+06	6.35725e+06	8.1581e+06	5.12835e+06	6.59437e+06	5.83962e+06	3.06097e+06	2.77322e+06	3.77562e+06		2.6271e+06	3.01214e+06	2.73942e+06	2.58045e+06	2.70784e+06
Q12028	AP1G1_YEAST	APL4	AP-1 complex subunit gamma-1	6	6	6.20388e+06	6.10081e+06	6.0589e+06	4.92481e+06	5.59927e+06	5.36481e+06	5.21072e+06	6.27766e+06	5.39189e+06	2.03923e+06	2.37505e+06	2.31202e+06	2.48528e+06	2.14611e+06	2.43819e+06	2.42439e+06	2.46044e+06	2.37281e+06
Q12029	FSF1_YEAST	FSF1	Sideroflexin FSF1	3	3	2.54588e+06	2.34659e+06	1.98545e+06	2.91242e+06	1.885e+06	2.18355e+06	2.76673e+06	2.36836e+06	2.8137e+06			1.08699e+06						
Q12030	TAF10_YEAST	TAF10	SAGA complex/transcription factor TFIID complex subunit TAF10	2	2	355125	724035	788673	783815	576360	565743	713922	595011	490702	185806	260428	245514		294260	373565	321769	113222	315539
Q12032	AIM41_YEAST	AIM41	Altered inheritance of mitochondria protein 41, mitochondrial	4	4	2.61556e+06	2.73251e+06	2.45195e+06	1.76524e+06	2.42144e+06	2.21102e+06	2.50476e+06	2.66895e+06	2.72032e+06							1.26599e+06		
Q12034	SLF1_YEAST	SLF1	Protein SLF1	5	5	6.10237e+06	5.75006e+06	7.67562e+06	4.61952e+06	5.71913e+06	6.71229e+06	5.87226e+06	5.7303e+06	6.14345e+06	2.74822e+06	3.40326e+06	4.55494e+06		2.71732e+06	3.60388e+06	3.4983e+06	2.71823e+06	3.31682e+06
Q12040	YO283_YEAST	YOR283W	Broad-specificity phosphatase YOR283W	2	2	2.1887e+06	2.16027e+06	3.05395e+06	1.90406e+06	1.96147e+06	2.3722e+06	2.16582e+06	1.95761e+06	1.8633e+06		946244	954968		846520	1.02886e+06	1.0747e+06		822917
Q12043	TGL5_YEAST	TGL5	Triacylglycerol lipase 5	1	1									938070	866299								
Q12044	RCN2_YEAST	RCN2	Regulator of calcineurin 2	10	10	1.13988e+07	1.07613e+07	1.07322e+07	1.01553e+07	9.6021e+06	1.05875e+07	1.02426e+07	1.00838e+07	1.01437e+07	3.12876e+06	4.13871e+06	3.81722e+06	3.65362e+06	3.36954e+06	4.06493e+06	3.51714e+06	3.39153e+06	4.42041e+06
Q12055	KAD6_YEAST	FAP7	Adenylate kinase isoenzyme 6 homolog FAP7	3	3	4.50288e+06	2.87567e+06	3.96463e+06	3.50922e+06	4.76295e+06	2.83556e+06	5.75478e+06	5.29195e+06	4.82801e+06			1.84691e+06						1.38331e+06
Q12063	UPPS_YEAST	NUS1	Dehydrodolichyl diphosphate synthase complex subunit NUS1	2	2	2.99506e+06	3.31008e+06	4.74379e+06	4.31754e+06	3.86445e+06	2.19168e+06	4.06789e+06	3.12361e+06	3.62434e+06	1.72147e+06	2.06657e+06		1.02571e+06	1.45634e+06	1.83825e+06	2.50506e+06	1.85427e+06	2.07993e+06
Q12066	NUR1_YEAST	NUR1	Nuclear rim protein 1	1	1		210201	264953	141965	123041				188075							110093		
Q12068	GRE2_YEAST	GRE2	NADPH-dependent methylglyoxal reductase GRE2	11	11	3.33712e+07	3.50861e+07	3.17548e+07	3.62439e+07	3.26921e+07	3.2021e+07	3.42704e+07	3.66659e+07	3.15465e+07	1.64024e+07	1.6347e+07	1.71296e+07	1.56807e+07	1.49834e+07	1.48846e+07	1.65123e+07	1.67681e+07	1.49134e+07
Q12072	IOC2_YEAST	IOC2	ISWI one complex protein 2	3	3		2.63558e+06	3.05961e+06			2.40547e+06	3.19095e+06		2.14897e+06									
Q12074	SPEE_YEAST	SPE3	Spermidine synthase SPE3	8	8	9.1393e+07	8.90435e+07	7.35988e+07	8.28076e+07	8.40514e+07	7.41403e+07	7.98196e+07	8.57457e+07	7.92465e+07	4.39047e+07	4.11603e+07	3.89513e+07	3.47305e+07	4.0229e+07	3.8873e+07	3.55075e+07	3.84703e+07	4.0646e+07
Q12078	SMF3_YEAST	SMF3	Iron transporter SMF3	3	3	8.8181e+06	8.11747e+06	1.24018e+07	6.97748e+06	7.86533e+06	9.62552e+06	7.60885e+06	7.90397e+06	8.31035e+06	4.21579e+06	4.18117e+06	5.07125e+06	2.9067e+06	4.36921e+06	4.35125e+06	4.00155e+06	4.15802e+06	4.29502e+06
Q12080	NOP53_YEAST	NOP53	Ribosome biogenesis protein NOP53	3	3	1.12488e+07	8.45257e+06	1.18588e+07	1.12808e+07	1.09123e+07	1.18738e+07	1.05298e+07	1.29396e+07	1.0799e+07	4.2998e+06	4.2045e+06		4.54677e+06	5.94533e+06	4.79203e+06	2.94753e+06	5.09492e+06	5.31393e+06
Q12091	DAP1_YEAST	DAP1	Damage response protein 1	5	5	3.23512e+06	3.43877e+06	3.26638e+06	2.03482e+06	2.7883e+06	2.77681e+06	3.06993e+06	2.56834e+06	2.67999e+06	1.38426e+06		1.45535e+06	1.47319e+06	1.4511e+06		1.47228e+06	1.17213e+06	1.37233e+06
Q12096	GNT1_YEAST	GNT1	Glucose N-acetyltransferase 1	5	5	1.84564e+06	2.15943e+06	1.54481e+06	1.36774e+06	2.07655e+06	1.54139e+06	1.30285e+06	1.52513e+06	1.00019e+06							1.11843e+06		
