protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Ids	Protein.Group	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q9P2D7	66800.99946900703	2233390.791746638	2527086.058019031	2696741.197501041	2307251.3069695085	2568145.2829265976	2863735.4995638537	2996642.2641781485	2045916.9805498167	43915.15802399352	80492.4314286911	68006.80698880085	2432037.609058684	86231.43415726647	36452.24405948815	3381690.076640737	77332.7853158901	36775.267578664265	Q9P2D7	Q9P2D7	8	0.008943497352647762	1.7015894240826803	False	0.01848901762008207	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
O00303	389654944.6454278	487894650.6102692	496868237.7289969	390769102.5566944	425061910.8794483	444673129.8702725	396954274.7591747	455969333.4065092	435086996.787498	393678381.8596559	410010973.9028773	386153079.3054346	377244243.0613791	309908698.0031375	404946597.4696959	393042817.0312393	409073710.1151109	387191959.2903833	O00303	O00303	0	0.008990961389627855	0.1764770785098662	False	0.01849505189476225	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P50990	6177099422.415599	6004203647.884039	5660434339.660796	6330096136.305458	5971990541.954042	5618173523.397473	6375002378.069175	6820660036.78537	5890590105.007295	5729161959.121666	5502979454.675995	5144847113.510657	5966592906.755463	5342990780.948627	5126413476.608048	6007105040.438639	5908061831.956199	5583742572.692911	P50990	P50990	0	0.009022004966314763	0.12454606013790363	False	0.018501086169442436	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
O60234	5622685.72494574	7636371.093397905	4496246.783446842	6210951.787929117	6907718.018841626	4453865.095743711	7981533.772430543	6503490.604877847	5131384.24505249	5846937.98234167	80492.4314286911	2189528.450405224	87166.3802626967	2218199.1967465007	4858921.612279449	5433058.704377806	4084118.803849714	5678299.074932599	O60234	O60234	2	0.009063010623288419	0.8502606647385414	False	0.018507120444122616	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
O14562	26461786.14630053	32297889.035110645	36550730.86190946	27844066.68919396	35121068.60759636	24062717.88097638	39820591.279927984	33564962.676358745	39240900.26532611	27265262.528509155	32196504.16225193	26603795.28914706	15821295.331095532	18065450.25377861	19813824.458499767	31863493.809059884	27511937.5749899	23673130.356171537	O14562	O14562	0	0.009088870966371742	0.40469799958962355	False	0.0185131547188028	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q15149	1090011388.6501105	1102982476.5294344	1055475392.2562212	1089493019.674191	1113827207.387272	1066497596.3832488	1128421849.0172894	1111228037.5475435	1070545205.938658	1180538736.564404	1128870980.7420535	1080582620.1734807	1096426902.0113857	1139808058.2052872	1130263853.933778	1135149230.7789888	1139451502.1862235	1128599895.5908349	Q15149	Q15149	0	0.009233858518966097	-0.04781609357658031	False	0.018519188993482986	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9NX46	47708132.17604062	43805587.72552636	52602884.50181406	39481251.82598727	45144802.2945599	47803956.18570405	47305477.80641235	46432403.10698181	49873026.76187369	41523164.134079486	42584787.80503679	43736627.36026242	38968850.47622436	39898680.35646121	44495852.81683257	41625415.87331966	44148635.888641454	44150978.610106654	Q9NX46	Q9NX46	0	0.009245591939317096	0.14063581147151535	False	0.018525223268163166	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P40937	124508858.23673536	128946499.4491466	108585909.45447735	110371179.50829548	123020905.04194383	117419344.03071526	137749945.34494865	148562191.55093905	129520319.565173	112224816.86653766	126909366.75610554	101957082.3510916	90149218.06804933	107466415.98831804	106029976.78030068	110419196.16263144	112459990.4079794	116092913.5775008	P40937	P40937	0	0.009299634744581137	0.19833962793287938	False	0.018531257542843352	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P26368	624007713.5964706	647859326.8096088	678654158.645949	599434159.5132906	676839131.1355424	666999911.2033015	670138475.2442365	710845213.6052498	636316395.935159	608893925.8775938	668682588.7042452	585673861.584468	556142576.7753022	577408653.7668155	610782073.4115354	651110410.98367	609132856.5480632	615117355.6732045	P26368	P26368	0	0.009323967502533493	0.10847446291389756	False	0.018537291817523536	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q04217	8970759.512971468	11118418.087887064	13649631.71754946	11084717.284975514	11520194.764185376	9026552.829771511	9737992.893880472	11988016.646663196	9963399.360563152	43915.15802399352	80492.4314286911	68006.80698880085	87166.3802626967	86231.43415726647	13213464.75921707	65561.19057740728	11871110.242174048	10807300.878535446	Q04217	Q04217	6	0.009441026051379335	1.4179788855908062	False	0.01854332609220372	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P35790	66800.99946900703	33682.76185417935	1707905.9700038815	52656.44822399959	2314454.003153364	2060099.5592296	67036.65912848967	2373693.8348606746	39806.19090300663	1612787.5729147615	2534456.66189884	2004013.5267022487	2424671.664803499	2056047.5130181035	2707210.698729778	2686081.901884567	1927326.548954225	1989374.6213973605	P35790	P35790	5	0.00951251013287636	-1.1940473040294217	False	0.018549360366883903	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q92804	90083076.2688588	90847799.7929623	85303451.51140763	67601134.17279018	83785878.74044487	81185944.91784441	103901323.5166311	131410614.68202366	100824905.14391357	80492382.6629921	71148571.71715677	90756630.90456448	39028552.85472796	69992222.83647954	48906562.24169277	77069301.49791491	71401777.01574942	73781817.20951019	Q92804	Q92804	0	0.009518932454971133	0.42342548349157005	False	0.018555394641564082	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9P000	2506296.817956324	3141087.3533099093	3123489.8469680767	1393946.5390515768	3103409.576396849	3114999.340947585	3764467.5242036986	2645317.283349673	3604976.885162319	43915.15802399352	80492.4314286911	3666148.865712651	87166.3802626967	86231.43415726647	1897564.1432001607	2095991.7775298315	1250082.6038526683	2906913.839492313	Q9P000	Q9P000	4	0.009594118414109837	1.1236924957792285	False	0.01856142891624427	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P62330	10124244.35582903	14577074.14278057	7339994.910646936	10982202.797360703	8939342.011819985	7093587.099985387	12998843.817073489	12600081.2686235	14552816.415281355	7528647.553865414	10477809.211220533	6113515.180672284	11367958.31217404	4487159.456910448	5634632.750409305	8310911.590522881	5106936.449183455	7329313.028391708	P62330	P62330	0	0.009690761502044131	0.5802130476708812	False	0.018567463190924453	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P54252	566054.5841369355	1666095.5908581663	1070281.711216251	686017.6482006618	1244511.8058292477	72084.26238152731	1872991.1544627307	1170529.8871991332	881949.436527036	43915.15802399352	80492.4314286911	68006.80698880085	87166.3802626967	571149.1170985497	36452.24405948815	1096240.9041024891	756753.1574958165	450834.5284079705	P54252	P54252	6	0.009745172690117898	1.5323978527950035	False	0.018573497465604636	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q8WWW0	2152265.360151986	1932777.697605964	1641810.52993714	1533543.425167274	1683677.154623551	2186259.8432393926	2408570.798963913	1992671.941487752	1528397.185496608	2607763.3690995933	2869793.01008059	2357465.632452267	1691151.081364647	2513370.26895531	2230634.231353176	2488882.0661918274	1991460.1237727671	2449563.6319777835	Q8WWW0	Q8WWW0	0	0.009781797005644043	-0.3134544987381437	False	0.01857953174028482	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P62195	716406529.7972893	818042530.1791625	754479522.4148802	678267247.147289	774237046.2320272	751141986.8933306	807033626.774555	764502770.2896156	706217541.5646785	689876629.1906098	748259714.0610809	697736364.67349	704725669.9984854	662103141.3065126	676228253.2769538	716094866.9243981	690591731.5747876	707481635.13622	P62195	P62195	0	0.009791854867114078	0.10545548901557088	False	0.018585566014965003	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q6P2Q9	1343717173.2286844	1380683937.9445004	1364981830.1590655	1335151707.8567815	1365698214.5581162	1368010970.7377088	1445167382.4933736	1475088790.954841	1449713288.4297917	1386247730.8878264	1374157910.444898	1348673905.9449887	1213660925.733192	1297127104.290768	1278322148.2240963	1307536697.558467	1348868408.2871585	1325332344.0488982	Q6P2Q9	Q6P2Q9	0	0.009801499212896294	0.07665468787127806	False	0.018591600289645186	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P41223	23555722.83709389	35854876.72868783	24677820.62823762	26386432.78189408	35030453.787997805	25705832.625785805	40611381.35612571	35679906.309513554	31158519.124406293	26547246.652740985	29219988.9614684	22772402.501451857	11491252.053276768	12736292.25254538	15701066.006092696	27594978.55097589	27392843.68915287	24407139.030853845	P41223	P41223	0	0.009840838336510551	0.4940074401423884	False	0.01859763456432537	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P38256	22968550.86007576	17732142.570918713	10426962.348427167	18739059.59201005	16944432.837630212	12933728.141233068	15411635.503279984	17568878.531800658	39806.19090300663	7213843.864163537	8278024.208787382	6615168.010078612	8567260.135779142	6991750.106951369	6529139.55445709	6907108.189438455	8377122.025082652	7138541.952861496	P38256	P38256	1	0.009841144044086546	0.9948939655352699	False	0.018603668839005553	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P06493	861214905.1345664	969676470.0265204	845881883.8336303	839878785.0529625	940696459.2190073	899270899.2235368	949740878.0584255	931277610.1192212	898794800.6691701	884219686.643681	832880895.5701996	715958830.6537507	693074030.2298257	769887293.341111	720844559.2365445	901014249.4175617	880802294.4217706	869981772.9194461	P06493	P06493	0	0.009849402483307934	0.16270626266469637	False	0.018609703113685736	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P07195	5111294044.947005	4707002218.038869	4877094678.354602	4998463744.45089	5010958606.591111	5354364248.777408	4886377047.535565	4933418510.220373	5586701154.683884	5028288858.936774	4597399461.790991	4462710933.496706	4783456994.434779	4598724427.768913	4549757339.620342	4895976675.334706	4825717512.353562	4813907069.434416	P07195	P07195	0	0.00992181914887886	0.095417253974735	False	0.01861573738836592	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q99598	97110368.95333669	115596164.35557532	103555832.51931287	77006261.69092281	110030314.49820308	116202283.36176252	122530261.37652151	118180386.29222985	115298362.63982204	76130345.34853604	94546679.42308934	109882386.5386717	67281056.87896481	90291774.14129496	59614209.56424002	105153052.67478833	89940679.71251668	90960019.19286896	Q99598	Q99598	0	0.009946434507148945	0.3156710631435442	False	0.018621771663046103	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9H074	66168756.376511365	77009574.9268839	69967381.77006495	61201160.85837088	72637667.81442176	70172301.47945538	83973124.12310675	89316731.15037952	83383545.50266242	70328338.09003545	71450340.05250704	68786879.22083369	68094680.18519211	54405735.573678784	53426446.53347328	56308949.70057456	63917233.23727923	64377048.81668589	Q9H074	Q9H074	0	0.009963470424884378	0.23865278413959892	False	0.01862780593772629	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P54857	66800.99946900703	3701362.073262576	2961984.797350719	4299409.348884201	68345.26959387641	2851883.676450344	3797224.607550893	3454226.4503405727	3398862.867927012	43915.15802399352	80492.4314286911	1553165.318823679	2385112.130390988	1927140.539198356	1726392.625000001	65561.19057740728	77332.7853158901	36775.267578664265	P54857	P54857	7	0.009971485991357982	1.6394908556532406	False	0.01863384021240647	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P42126	245136296.3472277	249066012.0007012	254962033.523226	194169163.1592228	222956651.935754	240096029.14542192	250179017.9633437	295270726.6604652	247520670.66305208	234230423.1898569	225916042.4037344	247931117.9580024	138869844.04084387	175751231.6167197	157838936.22646895	210246093.6647125	203695138.7421933	207610556.9537784	P42126	P42126	0	0.010182651109658963	0.2874109687050541	False	0.018639874487086653	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P09001	18284067.87082541	16570876.624245916	16915988.20340679	16295963.086594837	18446852.91008736	17171697.75228881	18238820.36153119	18224934.34559528	16600965.72364973	17207549.244336907	19079462.58222344	18709478.004685264	21658446.60059668	19476726.98363461	20214568.32110394	18093326.948610023	19552933.2429106	17468520.993825283	P09001	P09001	0	0.01024896165194111	-0.12941359245308987	False	0.018645908761766836	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q02205	1532221.1988639112	2500816.9391366746	2372458.2629067386	52656.44822399959	844210.1954009479	907963.1252533264	1103373.420654057	1361064.5449551714	1522122.534945574	495324.8465476879	80492.4314286911	793187.5450462275	87166.3802626967	516381.4190889025	1022390.4375	65561.19057740728	77332.7853158901	1155123.820282854	Q02205	Q02205	5	0.010264077289452925	1.506468014859213	False	0.01865194303644702	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q9UNZ5	1771707.338751548	1739181.6721764274	1232484.019309399	52656.44822399959	68345.26959387641	72084.26238152731	1671469.6663545105	52184.13399835013	39806.19090300663	1438805.2274444504	1991729.5793024008	1332611.302413339	2392672.559416657	2061059.2491379124	1384138.9519351192	1415803.6060156198	1287486.7312196218	1849236.392749568	Q9UNZ5	Q9UNZ5	5	0.010309192826834441	-1.1774396425983544	False	0.018657977311127207	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9H3N1	3382843.6125208293	4129766.947044358	3321117.8198135826	4020730.7920070393	3681380.772758056	3212668.92431164	3866165.095060559	3780511.097612535	3586702.890545314	3543940.3872113214	4167499.713617841	4129881.694380874	4293910.944805774	4160654.881836007	3874351.550234621	4502559.096888693	4235278.510247668	3814725.8585877353	Q9H3N1	Q9H3N1	0	0.010328736850580403	-0.1550021836171922	False	0.018664011585807386	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q14103	1899608397.0168896	1866404356.9478395	2501867931.578781	1833946561.3064528	2040585705.9487453	2631496785.417538	1885632803.587944	2834297025.7028136	2100720652.710048	1697405139.876238	1819677687.356297	1931500020.3638327	1552456453.3927534	1541434255.132018	1495522577.986615	1821602216.4033773	1921313973.6047328	1959886371.431755	Q14103	Q14103	0	0.010341607338451232	0.3159444477655125	False	0.01867004586048757	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q8WUZ0	6418785.307489082	8060947.657131179	7724038.498161693	4478983.73386657	6684285.149012145	8181295.136567408	8240105.754683134	7798430.841910118	9410456.325592728	5682718.331166117	3808018.991462397	4840375.652485674	1933685.840202698	4729847.782140337	5979371.807047987	7682498.469634295	6175795.510334854	6762153.036738519	Q8WUZ0	Q8WUZ0	0	0.010354946168655371	0.4933097498068949	False	0.018676080135167753	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q8IX90	21638797.012850408	23643534.505195618	22545603.84167712	18973620.07567089	23044024.412260607	23018134.156438988	23117222.843701728	21481687.052415844	21342148.751331743	22133831.475288536	24147691.041899845	26136674.925709963	22003359.92730192	26850854.308083016	26557267.605813984	23493461.83174293	23858180.06157309	23771804.21217571	Q8IX90	Q8IX90	0	0.010488518887635717	-0.1392696516143391	False	0.018682114409847937	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q15363	843897.1586119918	891197.624636714	942393.576533897	52656.44822399959	1080710.0703568314	1043983.6280213408	1416002.3840215448	1426774.0562625537	1389205.0953363604	43915.15802399352	80492.4314286911	68006.80698880085	87166.3802626967	663954.5976608269	240411.01433414413	1015081.7584658546	983143.3998270796	750812.1004337552	Q15363	Q15363	5	0.010506077648421404	1.2081513197398366	False	0.018688148684528123	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
