protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q5RI15	179380.58526564238	196608.3480463211	177926.70927625516	178253.92866888133	186967.62834918144	177101.04801658075	182761.9386454648	175265.60101944674	195074.49199495133	176873.7970945901	160369.40713323632	180093.68625633963	187073.6704829884	174725.5844877043	163027.7386541737	178225.24661576626	173564.50308548988	181964.2213287692	Q5RI15	Q5RI15		COX20	0	0.0529333801651536	0.06569673915540312	False	0.031698460346664084	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8N6T3	160128.84210408066	140798.14148521225	129139.923385945	169924.66170299007	147803.50454882882	152230.5012902655	158152.2603512212	140061.3768704199	151254.4687183468	181101.13452547253	155775.564028139	156470.43814350964	159721.01465636108	164708.76925423523	161561.46417247062	164001.8355491378	163831.5115198429	142351.89057799068	Q8N6T3	Q8N6T3		ARFGAP1	0	0.05307279043602708	-0.10316062390948899	False	0.03170330202382105	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P50053	10900.151473645516	12952.527576092878	13323.542594916244	16684.312405243123	15514.079618563095	12957.836534639104	13776.96439210024	16146.628724410386	12189.378192613814	13958.644493213102	15456.03520018424	18355.860612171877	14839.689523041425	15196.62516924083	13978.139238817714	14554.53584062428	16640.97559242732	16614.877365444176	P50053	P50053		KHK	0	0.053110558228265534	-0.16573807386034475	False	0.03170814370097802	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9HBH5	13732.049042742974	14827.164842769653	16385.714534600156	15448.492659395197	16777.099210907003	13385.891170219633	15273.827927888344	14571.817821566256	16928.791110122318	20673.629687228797	13798.06214890349	14597.941234198142	17688.07517887707	19016.62330818954	16043.188775614411	17943.189144262316	16134.309946277755	17312.436647456994	Q9HBH5	Q9HBH5		RDH14	0	0.0532931706907687	-0.15783077865608955	False	0.03171298537813499	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8TCT8	6545.618169050986	9863.460938	11594.231122425486	7777.432433087465	10518.75336853154	10307.374620517236	9811.417750025405	9414.43694200856	10662.393080518696	7413.625239097404	9226.95620968528	8631.151874440562	7951.219048693886	8443.96995533987	9610.605309710543	7873.954190629202	7182.067641556861	8897.781126806534	Q8TCT8	Q8TCT8		SPPL2A	0	0.05331017674044352	0.2012851056755367	False	0.031717827055291956	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q7L1Q6	291681.77320732217	330949.009157849	300074.99503924354	331279.26218672114	324594.01318267884	337744.9036278147	332859.1126217361	336255.2359753357	371418.0631259827	344819.65270959167	331647.48293096665	368522.1900336904	337660.63801315724	337606.2993580326	351352.563476157	337274.0580911004	354365.95554937085	360610.1603863393	Q7L1Q6	Q7L1Q6		BZW1	0	0.053348813398907555	-0.07926517203532608	False	0.03172266873244892	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O14618	28385.32347294945	34535.60156	34664.214497914065	34187.9565150983	32660.86359863309	32601.181169566466	33320.29467228714	33877.191470523394	32591.32067981188	35323.411279787186	34567.3459065695	35932.60884200564	37310.5630697582	30358.97289490376	34301.72900646624	34428.56407647178	39792.56024167688	34796.40276866997	O14618	O14618		CCS	0	0.0533726466918812	-0.09402020910316675	False	0.03172751040960589	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P15259	159524.47848282242	151608.4531	160792.58961894814	166798.42108456587	176720.51187955865	160016.74371745705	162392.30723650704	155309.82465509884	152572.67500240577	173833.63247541874	172353.11817398816	175445.5878355257	166368.3319215577	174237.70314626634	149499.46761907113	159129.93035524478	170935.29672420627	187801.66861173423	P15259	P15259		PGAM2	0	0.05340397409799252	-0.08135475975630548	False	0.03173235208676286	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q969Z0	1778039.2840780206	1807740.3025699188	1877684.5619021496	1906962.8321131389	1910644.868572288	1783423.147904607	1869839.061294476	1908793.6591332017	1896372.746958559	1909805.2077591424	1869054.6449999812	1967349.8706623449	1863047.7983572287	1984040.3114596887	1934056.6988093068	1863580.8898752755	1858938.123384731	1954799.396244811	Q969Z0	Q969Z0		TBRG4	0	0.05342754409280213	-0.039543990872628366	False	0.03173719376391982	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O60841	3117101.3436420783	3103760.341071949	3060980.405179608	3176839.025036583	3160062.6132291914	3149817.9126276816	3202920.783182008	3270582.4480219805	3128484.8990740287	3285874.1172740944	3246510.50549208	3228498.4862800296	3226644.5507147983	3155267.894592896	3145437.625224258	3278660.094346884	3166738.729337479	3153091.4620824107	O60841	O60841		EIF5B	0	0.05347626997874269	-0.026012464837623723	False	0.03174203544107679	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q7Z4H7	209194.08002209928	205954.04533780547	213392.9668409004	218923.2480623504	221654.52270406552	215914.97245008076	209714.2839155509	219678.1480058029	221169.64103838004	242896.96701136464	223536.46280900555	218527.9723414597	225678.74766639457	215120.36472708613	208054.37682780612	216280.04697605796	231093.8583773361	231056.7676064572	Q7Z4H7	Q7Z4H7		HAUS6	0	0.05348970145676093	-0.056028580502143654	False	0.031746877118233756	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q7Z628	3579.8042890188485	5730.133789	4552.336969434343	5039.199446140636	4334.731425379685	4611.892801463532	4528.174182595471	4692.818976580417	5063.017021081375	5244.642146210427	6817.89885772871	3832.516009135333	5076.373364471953	4555.746937684279	6050.274423978627	6061.390274992783	5492.765478136364	5723.965933441879	Q7Z628	Q7Z628		NET1	0	0.053523558906609654	-0.21360302264587194	False	0.031751718795390724	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9NUQ9	876272.4517326993	839463.2416874998	837685.6485907504	913281.59721999	834900.7232996853	798652.5797302378	846939.5817278211	848546.0777005674	793432.5582482484	907220.7682063788	866431.9470520802	896421.9733942405	856021.273761343	849157.1923361697	848143.3700982966	897301.3094068341	864789.949929224	874563.7336428969	Q9NUQ9	Q9NUQ9		CYRIB	0	0.05360249198285141	-0.05059580872410428	False	0.03175656047254769	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P46671	2441.018769102411	3129.1733400000003	2751.4535425905037	2964.895122506455	2167.424289508699	176.48165593763702	2247.6949574070786	2215.835548777989	309.7196353301593	1116.4080342644625	1357.5303591463994	1440.1684200246295	1963.68613412194	1314.6362423991716	161.87386971171185	2246.490081428583	181.1262559742359	312.605275245839	P46671	P46671		FAR3	5	0.05363788936421613	0.8664226190986783	False	0.03176140214970466	False	True	Yeast	False	False	True	False	diatracer	directlfq	min	0.5
Q96KA5	32977.53832911032	37337.04351784465	35392.453805788406	38526.62831920188	36414.358751044594	38601.1126377516	32769.60358065178	30535.90527795445	39497.18264213536	32887.53807293597	32058.581140312293	33661.88616175323	33250.75818029494	30007.91806637963	38048.18009852717	30905.57020367469	31518.77343440475	35060.32718319075	Q96KA5	Q96KA5		CLPTM1L	0	0.0536715637740522	0.11489049599421834	False	0.03176624382686163	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q969E8	70954.75136138336	75836.09400192207	73074.86196409984	80129.15090046856	62798.8586374065	53042.55513609119	64502.00760857026	62608.87351742796	62613.43604566961	67886.6703836648	60289.0783007068	56976.5694452805	50511.57394624833	59408.2572906078	54325.94764682072	71453.17375397193	62307.04027099677	55571.33748177517	Q969E8	Q969E8		TSR2	0	0.05389608014700968	0.16870985070187103	False	0.031771085504018595	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P04049	89364.71969656894	87478.17402145249	72981.56163992063	92811.96393325093	84509.9798186558	82563.58615670945	86974.83646350006	89540.71349941476	77011.70044527871	84273.69746801669	91830.58344949812	69046.6926017418	81418.9235254296	76078.33175087256	81979.89359308255	74608.64247453312	66831.33912438691	73727.35552348326	P04049	P04049		RAF1	0	0.053900474699568865	0.12519825314717603	False	0.03177592718117556	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
A8MPP1	16294.780423530645	18953.97314613078	19716.858206622008	19299.701411566737	19894.69641260683	21596.99361433073	19816.53339331298	18460.36884936425	16196.094283100132	17368.90692237999	16078.711533237132	17273.272683970885	17750.408413069494	16696.47079434061	15576.2435885607	20891.623729176343	18337.3047451276	14561.401146268823	A8MPP1	A8MPP1		DDX11L8	0	0.053922106257206	0.139557809641108	False	0.03178076885833253	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q6ZN55	141481.93697833997	145023.13094461197	146598.13445219715	156295.5119381207	151829.4467582414	165206.56049519108	160497.20851342808	140802.26931829672	148468.3723151449	160490.6626857914	151203.43176787804	164900.13011132798	157094.89123559033	159906.96831875222	156849.91652871823	158695.10067814632	152694.52450071482	155176.21455285902	Q6ZN55	Q6ZN55		ZNF574	0	0.05392640370608126	-0.06327912790062544	False	0.03178561053548949	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q86Y97	28231.07403916389	28006.69377408185	26890.20775362877	28756.12534580755	30019.127166501617	28860.89556419322	31196.866364793997	24123.08284635097	29742.309262841565	25757.431472651147	25242.5549061192	25785.11199719442	28771.00209629417	26548.667728120778	26677.56934014811	25841.02848499887	24154.461887017907	30020.54006686777	Q86Y97	Q86Y97		KMT5C	0	0.05405526857548209	0.09937207311971337	False	0.03179045221264646	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q96MT8	23840.360929529863	28767.512351418016	26069.124218139503	27481.023498351216	31150.7484316151	34255.426630171685	29366.580182094727	29293.278883522216	30972.394325282145	29876.647858687425	29284.31552340819	31830.33731087608	30876.34701683888	33081.51914820456	37959.33183841207	27087.87055091317	34945.02966726638	34303.87325938852	Q96MT8	Q96MT8		CEP63	0	0.05413706673553289	-0.14715809224076723	False	0.03179529388980343	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P20290	321875.6868053116	291437.7037492478	326527.8053359885	313165.25612116646	322624.1529347494	281268.5215766191	331635.51554263604	284106.78942309576	278393.3432761016	328123.09244932275	310735.44905596814	310817.5980017824	344476.4416527519	314062.1192559357	293922.5446411301	336523.5943948076	371700.9788068021	338133.701588929	P20290	P20290		BTF3	0	0.05425702424632225	-0.10000462571010271	False	0.031800135566960396	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q15018	62570.220926399445	55168.61256012322	53238.8456148428	58124.14621214202	54665.5190670467	56120.624010153566	58858.43777964007	53566.067646921205	53563.24700252699	64076.49267368414	55119.67201346418	58790.99580057769	63531.698066279954	57275.86226534321	53945.29636137961	68645.31207759971	59697.69544917354	60038.423664519934	Q15018	Q15018		ABRAXAS2	0	0.054461873866409896	-0.09716942681504198	False	0.03180497724411736	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O94964	38280.930725421626	46774.044267864025	43148.71413476506	45396.62594568788	42170.11493571777	38841.24206871016	44202.37711277977	44771.49431680937	40610.11524600186	41237.9378289864	42140.71233528455	40907.05529589388	36712.021628997485	39054.67720132192	41975.20237885555	38942.81822247494	39596.05822560954	41723.92755932755	O94964	O94964		MTCL2	0	0.05448851047604379	0.08469459709452919	False	0.03180981892127433	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8NC42	10635.63270073803	12046.123367531727	11666.132647908476	13504.18822923063	10478.405307785632	11401.623047818872	10498.441337781827	11295.406140140263	12342.438823594604	11479.775937746006	12277.848726386525	12478.160050057704	12641.887690892465	13892.295662278008	14192.507232455951	12853.70784170372	11125.72276659903	11805.71628198942	Q8NC42	Q8NC42		RNF149	0	0.0545522194012054	-0.11834031621900859	False	0.0318146605984313	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P68187	356.62956565799635	5033.277344000003	319.2290785438543	335.24099991686523	258.7800870669522	176.48165593763702	299.1581447940188	4233.6761768141705	6143.636848511878	6947.648409015315	3692.3379345166536	4730.307808477963	5388.65013159956	134.10573844750942	161.87386971171185	5466.541087415044	7048.52124851037	6004.3389663258895	P68187	P68187		malK	8	0.05457097717338143	-1.2058422873450998	False	0.03181950227558827	False	True	Ecoli	False	True	False	False	diatracer	directlfq	min	0.5
Q8N8A6	234918.6384555435	242339.02736059544	244633.77437702668	236125.083808896	236968.8887873288	254739.1872587359	265105.46168858325	245771.86850649468	250483.87501296628	250088.86432970196	255579.315738114	247304.80613231	266765.35357186326	254661.3758241157	252611.8478387973	256800.99746078477	247350.72201574125	252744.08705514605	Q8N8A6	Q8N8A6		DDX51	0	0.054633775702224656	-0.04674912681428714	False	0.031824343952745235	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P11021	3063446.742776393	3181303.7623931263	3217737.9275192497	3289899.52121624	3233190.294845952	3176218.1267951657	3269145.261076234	3276348.808129675	3204465.2012563217	3269265.886934454	3242322.2878998043	3312475.6891879165	3251198.0658096373	3256390.2453749967	3377931.483702608	3206052.350016068	3247709.273093148	3281336.035954595	P11021	P11021		HSPA5	0	0.054655774502686306	-0.026350841095786653	False	0.0318291856299022	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P53675	171402.1587359697	168972.96120090198	179069.62386263674	166134.36749613643	187112.55811566176	176024.02789241672	186024.58930943368	158880.1552121385	184800.3885399754	192161.22079413047	187030.4054055884	185276.06745217447	183419.43770358677	171759.17016889903	179891.7498937083	198697.1648524862	176399.4962339736	182918.0312112424	P53675	P53675		CLTCL1	0	0.0546705370449559	-0.07057287746527362	False	0.031834027307059164	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P40222	400436.0711135235	444990.16128151136	399217.6128002341	392105.7971317146	390389.3761601774	418034.42617433897	415099.7692953398	389663.9357659758	408929.71235518006	431907.837262498	419541.4164370127	396357.0859253888	424800.7449547642	428276.794352712	408894.70482207055	419453.117566375	437275.2627684296	429199.4378279487	P40222	P40222		TXLNA	0	0.05467396896578448	-0.052971483930203886	False	0.03183886898421613	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q96ST2	225306.64028383925	238921.9569094796	213839.4114780909	224778.4926962559	205621.53828005685	214781.8783903448	224621.79234220771	221884.85717953648	221458.1808613511	240020.7388129371	247316.1045165476	244613.01339484256	231533.8280182614	225739.58032540005	225742.28818587548	230456.4910232535	247549.47581521596	203888.78877621752	Q96ST2	Q96ST2		IWS1	0	0.05473309359400218	-0.07458193231704141	False	0.0318437106613731	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9H4B6	2687.81242032362	3569.1433110000007	2734.766287619697	1863.2024850758464	1984.9656326276584	2977.7344923933074	3031.4672531563688	2922.094008936674	3126.6118001197738	1625.020850978162	2467.86053922142	2671.4821503711523	3198.088209208544	2585.7858711650997	161.87386971171185	251.38323433111665	2318.795928991341	1989.0317033318493	Q9H4B6	Q9H4B6		SAV1	2	0.05489635375930668	0.527806662765391	False	0.03184855233853007	False	True	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8TDJ6	2245.707765148152	2298.137451	1777.113322107728	2493.9980741850027	2500.572377028446	2780.892230909592	2791.186919228617	238.83518783211463	3031.2000534470617	213.08764122672443	239.5634216177722	315.14893003969803	2313.313114524998	2560.328954144227	2296.310858810916	251.38323433111665	1643.714148398475	2026.2313519318395	Q8TDJ6	Q8TDJ6		DMXL2	5	0.055148959771366995	0.7653346893851409	False	0.031853394015687035	False	True	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q16762	113435.81693610558	106565.99861812333	108031.95221298448	115147.42461407772	116671.37157238068	111209.71199605807	106817.0008229814	102751.20620292744	107273.18333649576	123551.9140176494	117747.65990872776	125651.15396211308	120911.77288633128	103431.84538831958	113878.18906771796	114010.99328879968	106980.54123382448	115998.3846504376	Q16762	Q16762		TST	0	0.055193071718724784	-0.07713791347216141	False	0.031858235692844	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9BV29	51127.85053971317	53637.16971627342	52434.24122824734	50107.869523785805	53729.93379398948	49612.36866888215	65307.16864735762	44169.523072117576	52323.68597932114	56828.39050583136	49778.25445275097	63236.52364786661	55086.48693246827	60273.085508781165	56002.61120452732	59756.31360350979	55929.50273585091	58081.46350827944	Q9BV29	Q9BV29		CCDC32	0	0.055299049478802806	-0.1243346847101173	False	0.03186307737000097	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
