protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q6PJT7	2927963.371974206	3098129.731919863	3086901.16566808	3097241.9679294843	3179767.621346544	3105420.685968312	3238359.797164934	3011759.7839793423	2848499.7127059605	3264442.5346233635	3065914.662117976	3230821.157707124	3299681.293061807	3277546.0799458968	3208928.3586114724	3554200.482802137	3432418.7447018307	3237916.1750481385	0	0.0025165822761233966	-0.09986855576485276	False	0.022177381065425886	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P40925	3657330.053116359	3574608.903104041	4120350.3944919338	3637652.09714241	3779601.945264821	3461266.939961775	3541513.653157414	3386449.3339039814	4709176.941492771	4401844.941302164	4198775.138078893	4555282.911754923	4138852.8836280378	4368160.164910178	5027037.947058637	4240813.420381156	4445501.627403432	5816978.563081836	0	0.0025265548513793497	-0.282487194593946	False	0.02218212895261609	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9Y3D8	513375.0447059813	472558.889257699	477476.2177364885	391408.9667721553	488591.04792768985	439732.18412605545	432727.1965275536	478264.29557344114	513024.0883682187	503379.6672302509	475078.0968539674	561451.6185079794	646134.7927073892	586672.0365099339	508635.07775168034	547256.1532369938	524805.8279858605	552579.7128136281	0	0.0025347176572407737	-0.22169919466248794	False	0.022186876839806288	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q06001	46209.97900435027	34502.71882940281	32152.49975712052	28365.386134695276	20853.93887296849	40959.82925764941	33217.80840127222	31603.81624290974	30993.63733977802	20595.357475520123	1728.6630459078056	1168.2671276071508	32019.04380909296	17930.311380193667	27901.617936048555	1103.0783057606543	26367.325686779208	1371.1742506297453	4	0.002537568059411377	1.1989065068906382	False	0.022191624726996487	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
O95985	704492.4469138253	672477.6242783071	668581.6418410597	677970.3769677747	752780.8215982068	647646.7294221158	768650.6387269006	693278.2824230554	803777.7794574943	808221.6816908667	808726.972660709	779734.7261051432	819206.7414454652	798362.3250401209	751012.8467404847	864363.3408448023	745878.9208560225	738831.6044650449	0	0.002543034004896176	-0.15499141322104582	False	0.022196372614186687	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P36083	26806.44708091952	29591.050854110123	3194.173020424595	3305.974221644704	29431.10740639333	32312.356351040497	27723.98103167176	31622.24107904451	31722.151279227197	2584.501687683985	1728.6630459078056	1168.2671276071508	1834.350879113806	1561.653803918976	2624.002180958289	16434.005398194215	1468.8902217343614	25556.78002021304	9	0.0025447335873627686	1.972606436036693	False	0.02220112050137689	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
O15164	1191565.459624461	1261399.3038379347	1217679.1468679216	1293547.5497938378	1188291.5529759463	1157802.3225349418	1226089.2545637875	1189410.6320908363	1240684.5731233498	1322910.6558753436	1341906.9707750217	1244730.1393219922	1259154.6664091556	1250894.1934733056	1284269.4106024178	1277114.1017241026	1271597.177330665	1289426.1474879691	0	0.0025464255563629147	-0.07379448492602717	False	0.02220586838856709	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P53319	57633.73448541396	69204.67608656065	69472.46577545699	60915.5006674836	54582.09988508136	54653.8281187625	57977.7814800787	67120.8080313436	64976.04952798333	2584.501687683985	37633.24672003008	44968.33414947059	52603.9144172391	39974.06438686934	2624.002180958289	50034.432095143085	45164.712379067896	1371.1742506297453	3	0.0025478456868450656	1.0068082568261019	False	0.022210616275757288	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P30101	15259857.803427938	15264600.972250272	15268689.919479027	15698460.271433877	15497502.24995358	14540381.210777368	14819051.698313843	15862308.293648522	14367480.425295658	16179701.871817278	15666836.96429345	15408075.786380945	16366802.22016385	15905199.299719656	16466480.522889655	16100161.279762724	15418747.77379722	15962148.180312509	0	0.0025585366390652804	-0.07106223777325253	False	0.02221536416294749	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q5JTV8	246265.91572582631	204665.62365076345	262322.8103374395	203603.62928238616	196334.3630435013	191897.5624886325	212587.937511178	203451.72786186176	182730.1321920828	253069.111196903	283639.2826756562	246169.56616515943	232740.2994223089	268769.4360674103	230924.71848424425	241166.91985212025	281267.70759756543	228807.5951098399	0	0.0025586214362978265	-0.2515737701341413	False	0.02222011205013769	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q96MT8	2119.799798099851	2313.963134765624	3194.173020424595	36138.84337293899	35353.15745405401	41613.05959949369	41101.275450361136	39432.50035352373	24225.448470732223	59760.6574290764	36452.86732480791	53748.58744257641	43581.83635428635	46456.54003444857	58902.328767364525	43934.08176568044	58346.22387699462	49071.301390843546	3	0.002560216953004988	-0.997662790488542	False	0.02222485993732789	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q04228	97488.35392890868	103117.68075124624	72803.16723751982	75913.17422950704	92674.58950046342	92116.96233696086	99528.40026856978	90501.0249481546	90727.92668486752	68383.88324177735	68459.43350187209	39502.31896486725	67616.34189332004	82991.53359238223	65395.66049136384	53739.10597342942	66369.51806075456	95263.50548610088	0	0.0025648559706165893	0.4231623232453761	False	0.02222960782451809	True	False	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q15287	1852339.3896409408	1760075.9276603663	1304687.08082351	1812408.4281712691	1766804.2137465356	1712982.6548540134	1477377.6882255403	1740485.8571616684	1773822.4488878	2395229.854248153	2009905.3151094976	1860017.7019122564	2331183.944886669	1860248.7169168105	1912006.7770156944	2055559.5745321517	2133170.110174241	1729480.2431672	0	0.0025656120896408747	-0.2666381304221693	False	0.02223435571170829	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
O15155	112740.8836145404	114649.57437467422	156287.18518875615	136565.82083841547	133754.59972402846	115457.02068013228	131630.40980078783	158182.74397246327	140917.83175871483	163143.7085185412	134333.08562807867	168639.85146433543	150875.7336678798	159892.84745235735	160175.1123671176	150967.4253762278	174378.3332900928	163955.2743204359	0	0.002570026864020146	-0.2490814480267955	False	0.022239103598898493	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q8WUM4	16469736.54816363	17502897.20031984	17383817.94942486	16697555.857050711	17934721.371430315	16808818.744872063	17364803.383345153	17506178.737334467	17126935.33158913	17910118.98044955	17658527.389918815	17882670.229979195	17663458.927949216	17638283.89141881	17962992.521223586	18443707.070421472	17831909.046173785	17770154.68909411	0	0.0025784432398597255	-0.05456163312493841	False	0.022243851486088692	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q13277	156827.32177342652	169412.8424844076	201025.45435507272	145447.36010815194	188774.28347391167	193311.2546835263	134701.14045880837	157292.32179403698	138994.098797855	196015.1810034836	209571.0731931241	181040.88661416	202675.10184552503	183917.50987138908	230036.46335640416	269343.4599117684	195992.34449396248	208179.83350198265	0	0.002588908904616818	-0.33702686937892107	False	0.02224859937327889	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q6IA86	1089020.1313488767	1173272.2866668669	1298357.5897955354	1130640.8557118094	1252708.1313840616	1237955.1009767978	1293151.556597652	1148159.5623791052	1279714.1192270943	1325767.9030880362	1255669.3047238537	1318615.126294916	1387013.2307322768	1302655.914568989	1280578.5466381917	1382865.723263068	1350867.46178815	1300455.8937673476	0	0.002604071177775169	-0.1267832891205596	False	0.022253347260469094	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9Y5S9	4548673.5146439485	4562526.29673723	4427103.842151619	4608955.398626284	4617017.6093659885	4826378.739004004	4742485.488728958	4804825.07830029	4262111.896668462	5136320.43987219	4766264.497458888	4926922.718170716	4612252.759373674	4903568.543419886	4856604.146902081	4856757.517285408	4852165.458175826	5199691.981538505	0	0.00260824845886443	-0.09149020454399051	False	0.022258095147659293	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9BWT3	227142.7716683228	204451.76391355795	233161.2184948312	241254.7443930852	242934.740359341	243499.26654172005	226158.81140319837	231473.7419289733	226112.5735835819	210461.93895975928	205204.100343567	225789.2259359738	200313.57806021455	203260.8741046331	212328.64157489885	218648.70586820188	199922.37725680528	227938.8200673882	0	0.002609840105032634	0.12500456563150772	False	0.022262843034849492	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
O75368	727321.9522542689	651076.4819263108	571008.5278793029	635324.3456214126	708347.0774815107	481259.63361808064	733829.121883855	710562.6088999409	474743.1504730254	905345.8923830716	766736.2191945042	649309.6066424949	825441.9019399701	836421.5908752196	713203.9528735811	897656.2785062023	1097966.8402171475	781377.1788475683	0	0.0026113217445742527	-0.3924672856021236	False	0.02226759092203969	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q6YP21	590947.8163477732	646485.8829701174	560831.109259639	587669.8824745596	666227.4204598558	609110.6792157842	696280.49351388	643441.9888287089	579074.8599185417	717541.8159747419	757269.0475266034	640917.4231080702	693780.0825335942	669888.0085601036	667199.9483125139	652571.1052052382	696277.0186797989	707992.8370364486	0	0.002615112366360542	-0.1527845709631668	False	0.022272338809229894	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P28000	558113.2022002877	373550.3328340664	423404.1241536532	363246.0888132921	408622.08296466194	406401.4742755904	369717.9220347998	414561.86797735095	305829.1637159798	376144.64708768175	281063.3124551021	310181.17583618395	299368.83929522283	334786.02873592067	306419.5954522919	307328.0066364908	270858.73974811955	262406.3829144389	0	0.002615541375036525	0.39868824136189174	False	0.022277086696420097	True	False	Yeast	False	False	True	True	diann231	directlfq	min	0.5
A0AVT1	4464898.813075535	4591765.713737791	4512492.704630306	4693415.873466423	4861895.81039014	4301339.018808746	4618766.637576693	4771777.852320362	4672883.139950423	4708044.372121289	4867913.299224212	4662522.196343823	5086627.951365282	4992599.67737219	4933707.457078615	4842233.417866366	4858774.642323851	4838501.118796403	0	0.002617178180399583	-0.07789481981417362	False	0.022281834583610292	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q00610	41590392.53104047	42976565.23239812	42417377.5009039	43886721.42456153	44660831.34580339	42223180.60562493	43693395.98103662	43923028.25789911	41934289.9179867	47606040.85271126	46482765.58857299	43967439.28493436	44907976.30833496	44038098.365763634	44113459.69126426	44852926.89737922	44379848.19770858	44480539.21111341	0	0.002634727095397	-0.06383993570268368	False	0.022286582470800495	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
O14777	630318.6614691133	643337.6117838711	681961.7534089346	690778.7220924987	671369.8540557191	660410.2654948079	652720.2897095283	724066.4395361874	581529.1006038086	659044.240478168	690319.3279568251	765478.7764529042	788111.7276574712	692855.2924709629	725519.014894809	764562.6693661181	808159.3115852944	729061.4143796107	0	0.00263508699129083	-0.1578983729981959	False	0.022291330357990694	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q06053	214046.25731476367	149292.89834594255	164286.47643654235	122781.75358422138	154957.6595805722	175685.66241688907	173341.51708726253	179168.97724279595	155599.65143144265	129049.48218066746	105450.09533940104	111598.88520314198	140755.51461127712	135297.3509303457	121019.37994497354	169409.98250041253	121774.58888204914	113464.5950507633	0	0.0026370249415245775	0.3756033365415361	False	0.022296078245180897	True	False	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q04656	138026.055804192	171343.92809062434	170299.77137112466	149209.534476125	178682.07359226572	164981.37281871418	157425.39937368294	182334.44137093128	188371.24951200755	196833.55209801925	201563.11913371773	186706.42578235173	185663.4780285208	182391.9186007449	205517.1807576536	186727.17209129815	170595.6271861548	199321.19014677152	0	0.002639457276604259	-0.1928670202414053	False	0.022300826132371096	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P10412;P16402;P16403	2069977.1074003712	2020921.8495286813	1790249.1474229374	2357071.348603764	1426075.1913436272	1757932.3385431834	1909132.2762209447	1908075.0482158395	1849739.725619092	3150155.878119778	2677959.8243098585	2224081.279460703	3121340.719934206	2287792.772573821	1911168.0128498	3770808.530504163	2471163.9339145203	2690772.946401851	0	0.0026490680417793956	-0.5081849420909813	False	0.022305574019561295	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9UI30	1631095.4491724656	1788263.2631171625	1715244.0790181884	1715432.0436919453	1804533.51121051	1702387.4432935433	1868917.9906029676	1661476.811043147	1634797.1642765242	1871809.0787263275	1776107.5973614769	1851009.5771908744	1866964.8304546224	1847550.507294272	1848517.5052805825	1838613.2759183329	1911409.6197407416	1757068.5883996715	0	0.002650319251414917	-0.09416274442154132	False	0.022310321906751498	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9Y5U9	48755.51495030099	46063.12499999999	39315.32395565926	52276.13375920937	38659.83218161423	44473.91513233817	33438.43457714632	50210.79797314186	51480.91740490063	52171.68597258803	59932.3391968392	53582.300648255376	55248.33063131138	63648.17217676479	48692.55555374039	52506.91008842014	63009.98466662147	48689.35958273702	0	0.002651211428370824	-0.2978831365476669	False	0.022315069793941697	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9BWT1	20019.376033302447	2313.963134765624	3194.173020424595	20944.340982905014	2828.13854412934	1925.5209543992617	3057.879962560125	64.00020139558238	19736.629435205185	32617.138629738536	30695.938595070285	25317.80869428672	34456.8263473682	25415.06860982325	20796.75385882004	1103.0783057606543	22615.28268674917	23382.220649751347	7	0.002662274238115789	-1.5464669404577907	False	0.022319817681131896	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q8NBF6	209138.84911563256	188722.12842770503	186381.35759848251	222440.21894311847	193581.11116894885	203254.961202427	208659.51400267292	212445.69267356364	196637.0494270741	230031.49562455463	222844.70125995143	208481.74399378328	240948.59087687667	216639.8473777424	203559.02186314444	259230.86734284868	240676.80500063172	229804.9890492936	0	0.002663246578069472	-0.17224644259942531	False	0.0223245655683221	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q8TAA5	10683.505114231431	11824.448242187504	3194.173020424595	16601.22864024318	12898.79057830803	1925.5209543992617	3057.879962560125	64.00020139558238	3260.081237243999	21152.01535416869	23056.49048461232	22377.7113759466	1834.350879113806	19616.42570282874	16723.933319569012	17778.15079421934	17042.548674357953	16319.68736342272	6	0.0026721333799042696	-1.295585863553171	False	0.022329313455512298	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
O95400	649383.9727375604	570890.0448689631	490321.9273747918	678999.236731542	549453.3136935077	557574.4196973939	490796.7567935875	624145.0067704424	488262.981793559	774948.3354981726	663356.1374109025	531976.099315644	781809.1174965623	656838.2519336229	670150.8455612245	730319.6881351199	730851.7761508664	672492.1917117903	0	0.0026754134268764766	-0.28478175222977387	False	0.0223340613427025	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P23511	364392.1409397725	288733.5452490561	408741.5765240768	416484.4722801543	378797.6731633775	401944.8306017761	314520.0721179326	249088.8806009552	321707.42206515814	503500.9278837578	391240.288772212	393744.2442507052	455319.7272672786	688125.3207331393	387333.6548042933	551508.1683595057	597768.1331880235	501188.0082152872	0	0.0026818433676605233	-0.5073975688629448	False	0.022338809229892696	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
